CSDUID,CSD,Period,IndicatorSummaryDescription,Emission Type,UnitOfMeasure,OriginalValue
4806016,Calgary,2005,CO2 Eq. Emissions,CO2 Equivalent,t,2484609.958
4806016,Calgary,2006,CO2 Eq. Emissions,CO2 Equivalent,t,2910163.837
4806016,Calgary,2007,CO2 Eq. Emissions,CO2 Equivalent,t,2718807.886
4806016,Calgary,2008,CO2 Eq. Emissions,CO2 Equivalent,t,2339698.333
4806016,Calgary,2009,CO2 Eq. Emissions,CO2 Equivalent,t,2255770.458
4806016,Calgary,2010,CO2 Eq. Emissions,CO2 Equivalent,t,2150261.833
4806016,Calgary,2011,CO2 Eq. Emissions,CO2 Equivalent,t,2396165.225
4806016,Calgary,2012,CO2 Eq. Emissions,CO2 Equivalent,t,2589016.67
4806016,Calgary,2013,CO2 Eq. Emissions,CO2 Equivalent,t,2878543.6
4806016,Calgary,2014,CO2 Eq. Emissions,CO2 Equivalent,t,3224765.437
4806016,Calgary,2015,CO2 Eq. Emissions,CO2 Equivalent,t,4670169.933
4806016,Calgary,2016,CO2 Eq. Emissions,CO2 Equivalent,t,5330227.034
4806016,Calgary,2017,CO2 Eq. Emissions,CO2 Equivalent,t,6192851.797
4806016,Calgary,2018,CO2 Eq. Emissions,CO2 Equivalent,t,7143451.127
4806016,Calgary,2019,CO2 Eq. Emissions,CO2 Equivalent,t,7367883.099
4806016,Calgary,2020,CO2 Eq. Emissions,CO2 Equivalent,t,7525262.216
4806016,Calgary,2021,CO2 Eq. Emissions,CO2 Equivalent,t,7799312.914
4806028,Mountain View County,2004,CO2 Eq. Emissions,CO2 Equivalent,t,262408.3999
4806028,Mountain View County,2005,CO2 Eq. Emissions,CO2 Equivalent,t,237736.8734
4806028,Mountain View County,2006,CO2 Eq. Emissions,CO2 Equivalent,t,374889.0494
4806028,Mountain View County,2007,CO2 Eq. Emissions,CO2 Equivalent,t,339776.9867
4806028,Mountain View County,2008,CO2 Eq. Emissions,CO2 Equivalent,t,354479.2081
4806028,Mountain View County,2009,CO2 Eq. Emissions,CO2 Equivalent,t,457268.87
4806028,Mountain View County,2010,CO2 Eq. Emissions,CO2 Equivalent,t,447463.4306
4806028,Mountain View County,2011,CO2 Eq. Emissions,CO2 Equivalent,t,493324.5983
4806028,Mountain View County,2012,CO2 Eq. Emissions,CO2 Equivalent,t,475304.1556
4806028,Mountain View County,2013,CO2 Eq. Emissions,CO2 Equivalent,t,510536.3134
4806028,Mountain View County,2014,CO2 Eq. Emissions,CO2 Equivalent,t,483221.7672
4806028,Mountain View County,2015,CO2 Eq. Emissions,CO2 Equivalent,t,472901.8656
4806028,Mountain View County,2016,CO2 Eq. Emissions,CO2 Equivalent,t,456592.2444
4806028,Mountain View County,2017,CO2 Eq. Emissions,CO2 Equivalent,t,510082.5025
4806028,Mountain View County,2018,CO2 Eq. Emissions,CO2 Equivalent,t,520735.0356
4806028,Mountain View County,2019,CO2 Eq. Emissions,CO2 Equivalent,t,556286.0453
4806028,Mountain View County,2020,CO2 Eq. Emissions,CO2 Equivalent,t,479812.329
4806028,Mountain View County,2021,CO2 Eq. Emissions,CO2 Equivalent,t,557966.4854
4806029,Carstairs,2004,CO2 Eq. Emissions,CO2 Equivalent,t,108548.3
4806029,Carstairs,2005,CO2 Eq. Emissions,CO2 Equivalent,t,43236.70972
4806029,Carstairs,2006,CO2 Eq. Emissions,CO2 Equivalent,t,98523.25157
4806029,Carstairs,2007,CO2 Eq. Emissions,CO2 Equivalent,t,105365.0394
4806029,Carstairs,2008,CO2 Eq. Emissions,CO2 Equivalent,t,75249.12187
4810011,Camrose,2016,CO2 Eq. Emissions,CO2 Equivalent,t,2369.20996
4810011,Camrose,2017,CO2 Eq. Emissions,CO2 Equivalent,t,3788.28386
4810011,Camrose,2018,CO2 Eq. Emissions,CO2 Equivalent,t,3294.82309
4810011,Camrose,2019,CO2 Eq. Emissions,CO2 Equivalent,t,3558.46253
4810011,Camrose,2020,CO2 Eq. Emissions,CO2 Equivalent,t,4369.77215
4810011,Camrose,2021,CO2 Eq. Emissions,CO2 Equivalent,t,2735.15876
4807001,Provost No. 52,2017,CO2 Eq. Emissions,CO2 Equivalent,t,9426.7284
4807001,Provost No. 52,2018,CO2 Eq. Emissions,CO2 Equivalent,t,10765.02189
4807001,Provost No. 52,2021,CO2 Eq. Emissions,CO2 Equivalent,t,42838.73311
4819041,Smoky River No. 130,2017,CO2 Eq. Emissions,CO2 Equivalent,t,47195.81923
4819041,Smoky River No. 130,2018,CO2 Eq. Emissions,CO2 Equivalent,t,25518.923
4819041,Smoky River No. 130,2019,CO2 Eq. Emissions,CO2 Equivalent,t,23979.945
4819041,Smoky River No. 130,2020,CO2 Eq. Emissions,CO2 Equivalent,t,16419.039
4819041,Smoky River No. 130,2021,CO2 Eq. Emissions,CO2 Equivalent,t,8892.239
4810036,Vermilion River County,2017,CO2 Eq. Emissions,CO2 Equivalent,t,17839.4538
4810036,Vermilion River County,2018,CO2 Eq. Emissions,CO2 Equivalent,t,8724.15
4810036,Vermilion River County,2019,CO2 Eq. Emissions,CO2 Equivalent,t,11746.016
4810036,Vermilion River County,2020,CO2 Eq. Emissions,CO2 Equivalent,t,21828.53319
4810036,Vermilion River County,2021,CO2 Eq. Emissions,CO2 Equivalent,t,26030.3211
4817026,Northern Sunrise County,2004,CO2 Eq. Emissions,CO2 Equivalent,t,391808.7185
4817026,Northern Sunrise County,2005,CO2 Eq. Emissions,CO2 Equivalent,t,427495.5007
4817026,Northern Sunrise County,2006,CO2 Eq. Emissions,CO2 Equivalent,t,394955.0505
4817026,Northern Sunrise County,2007,CO2 Eq. Emissions,CO2 Equivalent,t,398900.4196
4817026,Northern Sunrise County,2008,CO2 Eq. Emissions,CO2 Equivalent,t,422231.0707
4817026,Northern Sunrise County,2009,CO2 Eq. Emissions,CO2 Equivalent,t,328582.1975
4817026,Northern Sunrise County,2010,CO2 Eq. Emissions,CO2 Equivalent,t,434453.267
4817026,Northern Sunrise County,2011,CO2 Eq. Emissions,CO2 Equivalent,t,404890.7116
4817026,Northern Sunrise County,2012,CO2 Eq. Emissions,CO2 Equivalent,t,395272.0703
4817026,Northern Sunrise County,2013,CO2 Eq. Emissions,CO2 Equivalent,t,393269.8713
4817026,Northern Sunrise County,2014,CO2 Eq. Emissions,CO2 Equivalent,t,400100.5595
4817026,Northern Sunrise County,2015,CO2 Eq. Emissions,CO2 Equivalent,t,456916.1028
4817026,Northern Sunrise County,2016,CO2 Eq. Emissions,CO2 Equivalent,t,482169.017
4817026,Northern Sunrise County,2017,CO2 Eq. Emissions,CO2 Equivalent,t,847776.5662
4817026,Northern Sunrise County,2018,CO2 Eq. Emissions,CO2 Equivalent,t,829721.9869
4817026,Northern Sunrise County,2019,CO2 Eq. Emissions,CO2 Equivalent,t,636288.9938
4817026,Northern Sunrise County,2020,CO2 Eq. Emissions,CO2 Equivalent,t,625585.0393
4817026,Northern Sunrise County,2021,CO2 Eq. Emissions,CO2 Equivalent,t,733224.537
4817027,Big Lakes County,2004,CO2 Eq. Emissions,CO2 Equivalent,t,203322.49
4817027,Big Lakes County,2005,CO2 Eq. Emissions,CO2 Equivalent,t,205187.2584
4817027,Big Lakes County,2006,CO2 Eq. Emissions,CO2 Equivalent,t,202419.4402
4817027,Big Lakes County,2007,CO2 Eq. Emissions,CO2 Equivalent,t,153485.1556
4817027,Big Lakes County,2009,CO2 Eq. Emissions,CO2 Equivalent,t,96999.90157
4817027,Big Lakes County,2010,CO2 Eq. Emissions,CO2 Equivalent,t,91496.31048
4817027,Big Lakes County,2011,CO2 Eq. Emissions,CO2 Equivalent,t,64876.68699
4817027,Big Lakes County,2012,CO2 Eq. Emissions,CO2 Equivalent,t,53144.04527
4817027,Big Lakes County,2013,CO2 Eq. Emissions,CO2 Equivalent,t,56007.49438
4817027,Big Lakes County,2014,CO2 Eq. Emissions,CO2 Equivalent,t,44941.15511
4817027,Big Lakes County,2015,CO2 Eq. Emissions,CO2 Equivalent,t,39317.60447
4817027,Big Lakes County,2016,CO2 Eq. Emissions,CO2 Equivalent,t,30412.97828
4817027,Big Lakes County,2017,CO2 Eq. Emissions,CO2 Equivalent,t,202305.4379
4817027,Big Lakes County,2018,CO2 Eq. Emissions,CO2 Equivalent,t,265397.2686
4817027,Big Lakes County,2019,CO2 Eq. Emissions,CO2 Equivalent,t,297582.5184
4817027,Big Lakes County,2020,CO2 Eq. Emissions,CO2 Equivalent,t,222967.2695
4817027,Big Lakes County,2021,CO2 Eq. Emissions,CO2 Equivalent,t,222804.1459
4817031,Opportunity No. 17,2009,CO2 Eq. Emissions,CO2 Equivalent,t,52629.3896
4817031,Opportunity No. 17,2012,CO2 Eq. Emissions,CO2 Equivalent,t,47776.32927
4817031,Opportunity No. 17,2013,CO2 Eq. Emissions,CO2 Equivalent,t,38982.1703
4817031,Opportunity No. 17,2014,CO2 Eq. Emissions,CO2 Equivalent,t,107552.7127
4817031,Opportunity No. 17,2016,CO2 Eq. Emissions,CO2 Equivalent,t,0.65
4817031,Opportunity No. 17,2017,CO2 Eq. Emissions,CO2 Equivalent,t,68391.5519
4817031,Opportunity No. 17,2018,CO2 Eq. Emissions,CO2 Equivalent,t,64438.81509
4817031,Opportunity No. 17,2019,CO2 Eq. Emissions,CO2 Equivalent,t,70088.76918
4817031,Opportunity No. 17,2020,CO2 Eq. Emissions,CO2 Equivalent,t,83041.6386
4817031,Opportunity No. 17,2021,CO2 Eq. Emissions,CO2 Equivalent,t,71882.60895
4813001,Lac Ste. Anne County,2016,CO2 Eq. Emissions,CO2 Equivalent,t,3517.70996
4813001,Lac Ste. Anne County,2017,CO2 Eq. Emissions,CO2 Equivalent,t,37799.23067
4813001,Lac Ste. Anne County,2018,CO2 Eq. Emissions,CO2 Equivalent,t,40674.84293
4813001,Lac Ste. Anne County,2019,CO2 Eq. Emissions,CO2 Equivalent,t,24021.84456
4813001,Lac Ste. Anne County,2020,CO2 Eq. Emissions,CO2 Equivalent,t,2433.4773
4813001,Lac Ste. Anne County,2021,CO2 Eq. Emissions,CO2 Equivalent,t,337.46287
4819049,Birch Hills County,2017,CO2 Eq. Emissions,CO2 Equivalent,t,8194.204
4819049,Birch Hills County,2018,CO2 Eq. Emissions,CO2 Equivalent,t,9490.078
4819049,Birch Hills County,2019,CO2 Eq. Emissions,CO2 Equivalent,t,11365.168
4819049,Birch Hills County,2020,CO2 Eq. Emissions,CO2 Equivalent,t,9980.424
4819049,Birch Hills County,2021,CO2 Eq. Emissions,CO2 Equivalent,t,11215.6841
4819059,Saddle Hills County,2004,CO2 Eq. Emissions,CO2 Equivalent,t,45955.5
4819059,Saddle Hills County,2005,CO2 Eq. Emissions,CO2 Equivalent,t,55868.23997
4819059,Saddle Hills County,2009,CO2 Eq. Emissions,CO2 Equivalent,t,46109.95411
4819059,Saddle Hills County,2010,CO2 Eq. Emissions,CO2 Equivalent,t,100796.7574
4819059,Saddle Hills County,2011,CO2 Eq. Emissions,CO2 Equivalent,t,183442.8461
4819059,Saddle Hills County,2012,CO2 Eq. Emissions,CO2 Equivalent,t,154818.5836
4819059,Saddle Hills County,2013,CO2 Eq. Emissions,CO2 Equivalent,t,234738.6359
4819059,Saddle Hills County,2014,CO2 Eq. Emissions,CO2 Equivalent,t,373759.8917
4819059,Saddle Hills County,2015,CO2 Eq. Emissions,CO2 Equivalent,t,281372.5008
4819059,Saddle Hills County,2016,CO2 Eq. Emissions,CO2 Equivalent,t,370062.8099
4819059,Saddle Hills County,2017,CO2 Eq. Emissions,CO2 Equivalent,t,657981.0832
4819059,Saddle Hills County,2018,CO2 Eq. Emissions,CO2 Equivalent,t,743269.2438
4819059,Saddle Hills County,2019,CO2 Eq. Emissions,CO2 Equivalent,t,787186.7145
4819059,Saddle Hills County,2020,CO2 Eq. Emissions,CO2 Equivalent,t,803572.8958
4819059,Saddle Hills County,2021,CO2 Eq. Emissions,CO2 Equivalent,t,891807.4907
4819066,Fairview No. 136,2017,CO2 Eq. Emissions,CO2 Equivalent,t,56984.388
4819066,Fairview No. 136,2018,CO2 Eq. Emissions,CO2 Equivalent,t,52431.984
4819066,Fairview No. 136,2019,CO2 Eq. Emissions,CO2 Equivalent,t,26684.197
4819066,Fairview No. 136,2020,CO2 Eq. Emissions,CO2 Equivalent,t,19097.821
4819066,Fairview No. 136,2021,CO2 Eq. Emissions,CO2 Equivalent,t,19324.55481
4819012,Grande Prairie,2007,CO2 Eq. Emissions,CO2 Equivalent,t,74432.03906
4819012,Grande Prairie,2008,CO2 Eq. Emissions,CO2 Equivalent,t,80478.5979
4819012,Grande Prairie,2009,CO2 Eq. Emissions,CO2 Equivalent,t,20393.54492
4819012,Grande Prairie,2016,CO2 Eq. Emissions,CO2 Equivalent,t,114810.6953
4819012,Grande Prairie,2017,CO2 Eq. Emissions,CO2 Equivalent,t,151024.6113
4819012,Grande Prairie,2018,CO2 Eq. Emissions,CO2 Equivalent,t,231993.268
4819012,Grande Prairie,2019,CO2 Eq. Emissions,CO2 Equivalent,t,241460.0459
4819012,Grande Prairie,2020,CO2 Eq. Emissions,CO2 Equivalent,t,245543.4303
4819012,Grande Prairie,2021,CO2 Eq. Emissions,CO2 Equivalent,t,248584.2742
4811031,Drayton Valley,2012,CO2 Eq. Emissions,CO2 Equivalent,t,688.10001
4811031,Drayton Valley,2013,CO2 Eq. Emissions,CO2 Equivalent,t,651.72801
4811031,Drayton Valley,2014,CO2 Eq. Emissions,CO2 Equivalent,t,643.53
4811031,Drayton Valley,2015,CO2 Eq. Emissions,CO2 Equivalent,t,564.90001
4811031,Drayton Valley,2017,CO2 Eq. Emissions,CO2 Equivalent,t,19165.0
4811031,Drayton Valley,2018,CO2 Eq. Emissions,CO2 Equivalent,t,18920.04
4811031,Drayton Valley,2019,CO2 Eq. Emissions,CO2 Equivalent,t,19145.32
4811031,Drayton Valley,2020,CO2 Eq. Emissions,CO2 Equivalent,t,18354.5
4811031,Drayton Valley,2021,CO2 Eq. Emissions,CO2 Equivalent,t,19614.44
4811032,Brazeau County,2015,CO2 Eq. Emissions,CO2 Equivalent,t,60490.45043
4811032,Brazeau County,2016,CO2 Eq. Emissions,CO2 Equivalent,t,76650.05856
4811032,Brazeau County,2017,CO2 Eq. Emissions,CO2 Equivalent,t,182188.425
4811032,Brazeau County,2018,CO2 Eq. Emissions,CO2 Equivalent,t,192638.1733
4811032,Brazeau County,2019,CO2 Eq. Emissions,CO2 Equivalent,t,259931.5661
4811032,Brazeau County,2020,CO2 Eq. Emissions,CO2 Equivalent,t,210557.3317
4811032,Brazeau County,2021,CO2 Eq. Emissions,CO2 Equivalent,t,297347.6928
4811034,Parkland County,2004,CO2 Eq. Emissions,CO2 Equivalent,t,22280146.07
4811034,Parkland County,2005,CO2 Eq. Emissions,CO2 Equivalent,t,21895911.33
4811034,Parkland County,2006,CO2 Eq. Emissions,CO2 Equivalent,t,22241653.88
4811034,Parkland County,2007,CO2 Eq. Emissions,CO2 Equivalent,t,21940293.0
4811034,Parkland County,2008,CO2 Eq. Emissions,CO2 Equivalent,t,20978742.12
4811034,Parkland County,2009,CO2 Eq. Emissions,CO2 Equivalent,t,20502305.94
4811034,Parkland County,2010,CO2 Eq. Emissions,CO2 Equivalent,t,22554330.66
4811034,Parkland County,2011,CO2 Eq. Emissions,CO2 Equivalent,t,19381024.12
4811034,Parkland County,2012,CO2 Eq. Emissions,CO2 Equivalent,t,18857284.74
4811034,Parkland County,2013,CO2 Eq. Emissions,CO2 Equivalent,t,19746541.3
4811034,Parkland County,2014,CO2 Eq. Emissions,CO2 Equivalent,t,24466519.14
4811034,Parkland County,2015,CO2 Eq. Emissions,CO2 Equivalent,t,23034344.66
4811034,Parkland County,2016,CO2 Eq. Emissions,CO2 Equivalent,t,22619568.07
4811034,Parkland County,2017,CO2 Eq. Emissions,CO2 Equivalent,t,21013752.71
4811034,Parkland County,2018,CO2 Eq. Emissions,CO2 Equivalent,t,11963168.56
4811034,Parkland County,2019,CO2 Eq. Emissions,CO2 Equivalent,t,9882713.275
4811034,Parkland County,2020,CO2 Eq. Emissions,CO2 Equivalent,t,7811413.76
4811034,Parkland County,2021,CO2 Eq. Emissions,CO2 Equivalent,t,6304807.243
4810039,Lloydminster (Part),2009,CO2 Eq. Emissions,CO2 Equivalent,t,86280.80377
4810039,Lloydminster (Part),2010,CO2 Eq. Emissions,CO2 Equivalent,t,143473.6583
4810039,Lloydminster (Part),2011,CO2 Eq. Emissions,CO2 Equivalent,t,93834.43274
4810039,Lloydminster (Part),2012,CO2 Eq. Emissions,CO2 Equivalent,t,94841.32813
4810039,Lloydminster (Part),2013,CO2 Eq. Emissions,CO2 Equivalent,t,88762.22419
4810039,Lloydminster (Part),2014,CO2 Eq. Emissions,CO2 Equivalent,t,147796.2474
4810039,Lloydminster (Part),2015,CO2 Eq. Emissions,CO2 Equivalent,t,143317.7944
4810039,Lloydminster (Part),2016,CO2 Eq. Emissions,CO2 Equivalent,t,149311.8772
4810039,Lloydminster (Part),2017,CO2 Eq. Emissions,CO2 Equivalent,t,146794.9062
4810039,Lloydminster (Part),2018,CO2 Eq. Emissions,CO2 Equivalent,t,146197.7316
4810039,Lloydminster (Part),2019,CO2 Eq. Emissions,CO2 Equivalent,t,154143.8988
4810039,Lloydminster (Part),2020,CO2 Eq. Emissions,CO2 Equivalent,t,159374.9308
4810039,Lloydminster (Part),2021,CO2 Eq. Emissions,CO2 Equivalent,t,157204.6599
4811048,Stony Plain,2016,CO2 Eq. Emissions,CO2 Equivalent,t,906.48001
4811048,Stony Plain,2017,CO2 Eq. Emissions,CO2 Equivalent,t,4399.11
4811048,Stony Plain,2018,CO2 Eq. Emissions,CO2 Equivalent,t,919.31712
4811048,Stony Plain,2019,CO2 Eq. Emissions,CO2 Equivalent,t,454.64228
4811048,Stony Plain,2020,CO2 Eq. Emissions,CO2 Equivalent,t,659.24279
4811048,Stony Plain,2021,CO2 Eq. Emissions,CO2 Equivalent,t,1766.22612
4811052,Strathcona County,2004,CO2 Eq. Emissions,CO2 Equivalent,t,6901429.536
4811052,Strathcona County,2005,CO2 Eq. Emissions,CO2 Equivalent,t,6912841.294
4811052,Strathcona County,2006,CO2 Eq. Emissions,CO2 Equivalent,t,7336888.513
4811052,Strathcona County,2007,CO2 Eq. Emissions,CO2 Equivalent,t,7666132.78
4811052,Strathcona County,2008,CO2 Eq. Emissions,CO2 Equivalent,t,7262213.067
4811052,Strathcona County,2009,CO2 Eq. Emissions,CO2 Equivalent,t,7823904.448
4811052,Strathcona County,2010,CO2 Eq. Emissions,CO2 Equivalent,t,7685692.909
4811052,Strathcona County,2011,CO2 Eq. Emissions,CO2 Equivalent,t,8919937.912
4811052,Strathcona County,2012,CO2 Eq. Emissions,CO2 Equivalent,t,8874493.998
4811052,Strathcona County,2013,CO2 Eq. Emissions,CO2 Equivalent,t,9236570.977
4811052,Strathcona County,2014,CO2 Eq. Emissions,CO2 Equivalent,t,9668425.106
4811052,Strathcona County,2015,CO2 Eq. Emissions,CO2 Equivalent,t,9384290.456
4811052,Strathcona County,2016,CO2 Eq. Emissions,CO2 Equivalent,t,9435289.03
4811052,Strathcona County,2017,CO2 Eq. Emissions,CO2 Equivalent,t,9750977.555
4811052,Strathcona County,2018,CO2 Eq. Emissions,CO2 Equivalent,t,8222734.802
4811052,Strathcona County,2019,CO2 Eq. Emissions,CO2 Equivalent,t,8975171.572
4811052,Strathcona County,2020,CO2 Eq. Emissions,CO2 Equivalent,t,8790855.365
4811052,Strathcona County,2021,CO2 Eq. Emissions,CO2 Equivalent,t,8981161.752
4811059,Sturgeon County,2004,CO2 Eq. Emissions,CO2 Equivalent,t,1251302.763
4811059,Sturgeon County,2005,CO2 Eq. Emissions,CO2 Equivalent,t,1228075.16
4811059,Sturgeon County,2006,CO2 Eq. Emissions,CO2 Equivalent,t,1274648.708
4811059,Sturgeon County,2007,CO2 Eq. Emissions,CO2 Equivalent,t,814585.8062
4811059,Sturgeon County,2008,CO2 Eq. Emissions,CO2 Equivalent,t,1318571.397
4811059,Sturgeon County,2009,CO2 Eq. Emissions,CO2 Equivalent,t,1002830.893
4811059,Sturgeon County,2010,CO2 Eq. Emissions,CO2 Equivalent,t,1119820.514
4811059,Sturgeon County,2011,CO2 Eq. Emissions,CO2 Equivalent,t,1293284.395
4811059,Sturgeon County,2012,CO2 Eq. Emissions,CO2 Equivalent,t,1440887.6
4811059,Sturgeon County,2013,CO2 Eq. Emissions,CO2 Equivalent,t,1378785.801
4811059,Sturgeon County,2014,CO2 Eq. Emissions,CO2 Equivalent,t,1389879.991
4811059,Sturgeon County,2015,CO2 Eq. Emissions,CO2 Equivalent,t,1494006.162
4811059,Sturgeon County,2016,CO2 Eq. Emissions,CO2 Equivalent,t,1623239.014
4811059,Sturgeon County,2017,CO2 Eq. Emissions,CO2 Equivalent,t,1871759.884
4811059,Sturgeon County,2018,CO2 Eq. Emissions,CO2 Equivalent,t,2253946.043
4811059,Sturgeon County,2019,CO2 Eq. Emissions,CO2 Equivalent,t,2470521.168
4811059,Sturgeon County,2020,CO2 Eq. Emissions,CO2 Equivalent,t,2776039.92
4811059,Sturgeon County,2021,CO2 Eq. Emissions,CO2 Equivalent,t,2597310.661
4817095,Mackenzie County,2004,CO2 Eq. Emissions,CO2 Equivalent,t,431097.8887
4817095,Mackenzie County,2005,CO2 Eq. Emissions,CO2 Equivalent,t,374144.9766
4817095,Mackenzie County,2006,CO2 Eq. Emissions,CO2 Equivalent,t,378532.543
4817095,Mackenzie County,2007,CO2 Eq. Emissions,CO2 Equivalent,t,344854.6329
4817095,Mackenzie County,2008,CO2 Eq. Emissions,CO2 Equivalent,t,270519.1855
4817095,Mackenzie County,2009,CO2 Eq. Emissions,CO2 Equivalent,t,352954.2207
4817095,Mackenzie County,2010,CO2 Eq. Emissions,CO2 Equivalent,t,326676.349
4817095,Mackenzie County,2011,CO2 Eq. Emissions,CO2 Equivalent,t,414754.5146
4817095,Mackenzie County,2012,CO2 Eq. Emissions,CO2 Equivalent,t,335414.8396
4817095,Mackenzie County,2013,CO2 Eq. Emissions,CO2 Equivalent,t,322563.3878
4817095,Mackenzie County,2014,CO2 Eq. Emissions,CO2 Equivalent,t,253336.4635
4817095,Mackenzie County,2015,CO2 Eq. Emissions,CO2 Equivalent,t,236128.4142
4817095,Mackenzie County,2016,CO2 Eq. Emissions,CO2 Equivalent,t,226641.2863
4817095,Mackenzie County,2017,CO2 Eq. Emissions,CO2 Equivalent,t,204435.6294
4817095,Mackenzie County,2018,CO2 Eq. Emissions,CO2 Equivalent,t,447266.2216
4817095,Mackenzie County,2019,CO2 Eq. Emissions,CO2 Equivalent,t,402216.9233
4817095,Mackenzie County,2020,CO2 Eq. Emissions,CO2 Equivalent,t,312053.9867
4817095,Mackenzie County,2021,CO2 Eq. Emissions,CO2 Equivalent,t,365770.453
4811018,Devon,2009,CO2 Eq. Emissions,CO2 Equivalent,t,69915.4275
4811018,Devon,2010,CO2 Eq. Emissions,CO2 Equivalent,t,37211.92779
4811021,Thorsby,2004,CO2 Eq. Emissions,CO2 Equivalent,t,323500.0
4811021,Thorsby,2005,CO2 Eq. Emissions,CO2 Equivalent,t,323519.9997
4811021,Thorsby,2006,CO2 Eq. Emissions,CO2 Equivalent,t,313385.8874
4811021,Thorsby,2007,CO2 Eq. Emissions,CO2 Equivalent,t,238210.8969
4811021,Thorsby,2008,CO2 Eq. Emissions,CO2 Equivalent,t,40976.83881
4812038,Improvement District No. 349,2004,CO2 Eq. Emissions,CO2 Equivalent,t,96587.37313
4812038,Improvement District No. 349,2005,CO2 Eq. Emissions,CO2 Equivalent,t,84814.81063
4812038,Improvement District No. 349,2006,CO2 Eq. Emissions,CO2 Equivalent,t,79161.42781
4812038,Improvement District No. 349,2007,CO2 Eq. Emissions,CO2 Equivalent,t,68825.61213
4812038,Improvement District No. 349,2008,CO2 Eq. Emissions,CO2 Equivalent,t,50865.80828
4812038,Improvement District No. 349,2009,CO2 Eq. Emissions,CO2 Equivalent,t,1698638.671
4812038,Improvement District No. 349,2010,CO2 Eq. Emissions,CO2 Equivalent,t,1999368.941
4812038,Improvement District No. 349,2011,CO2 Eq. Emissions,CO2 Equivalent,t,2060602.128
4812038,Improvement District No. 349,2012,CO2 Eq. Emissions,CO2 Equivalent,t,2161330.694
4812038,Improvement District No. 349,2013,CO2 Eq. Emissions,CO2 Equivalent,t,2182712.206
4812038,Improvement District No. 349,2014,CO2 Eq. Emissions,CO2 Equivalent,t,2525079.432
4812038,Improvement District No. 349,2015,CO2 Eq. Emissions,CO2 Equivalent,t,2650515.963
4812038,Improvement District No. 349,2016,CO2 Eq. Emissions,CO2 Equivalent,t,3079892.285
4812038,Improvement District No. 349,2017,CO2 Eq. Emissions,CO2 Equivalent,t,3168887.679
4812038,Improvement District No. 349,2018,CO2 Eq. Emissions,CO2 Equivalent,t,3575829.272
4812038,Improvement District No. 349,2019,CO2 Eq. Emissions,CO2 Equivalent,t,3862307.517
4812038,Improvement District No. 349,2020,CO2 Eq. Emissions,CO2 Equivalent,t,4282653.208
4812038,Improvement District No. 349,2021,CO2 Eq. Emissions,CO2 Equivalent,t,4288231.567
4817062,Clear Hills,2017,CO2 Eq. Emissions,CO2 Equivalent,t,81425.11135
4817062,Clear Hills,2018,CO2 Eq. Emissions,CO2 Equivalent,t,54225.728
4817062,Clear Hills,2019,CO2 Eq. Emissions,CO2 Equivalent,t,51632.783
4817062,Clear Hills,2020,CO2 Eq. Emissions,CO2 Equivalent,t,37802.883
4817062,Clear Hills,2021,CO2 Eq. Emissions,CO2 Equivalent,t,54094.97296
4812810,Cold Lake 149,2007,CO2 Eq. Emissions,CO2 Equivalent,t,248896.0
4812810,Cold Lake 149,2008,CO2 Eq. Emissions,CO2 Equivalent,t,355069.008
4812810,Cold Lake 149,2009,CO2 Eq. Emissions,CO2 Equivalent,t,404227.6278
4812810,Cold Lake 149,2010,CO2 Eq. Emissions,CO2 Equivalent,t,412533.1671
4812810,Cold Lake 149,2011,CO2 Eq. Emissions,CO2 Equivalent,t,576147.4419
4812810,Cold Lake 149,2012,CO2 Eq. Emissions,CO2 Equivalent,t,731592.7298
4812810,Cold Lake 149,2013,CO2 Eq. Emissions,CO2 Equivalent,t,713580.6833
4812810,Cold Lake 149,2014,CO2 Eq. Emissions,CO2 Equivalent,t,798165.1066
4812810,Cold Lake 149,2015,CO2 Eq. Emissions,CO2 Equivalent,t,756691.3192
4812810,Cold Lake 149,2016,CO2 Eq. Emissions,CO2 Equivalent,t,885506.7927
4812810,Cold Lake 149,2017,CO2 Eq. Emissions,CO2 Equivalent,t,1009721.354
4812810,Cold Lake 149,2018,CO2 Eq. Emissions,CO2 Equivalent,t,1125638.716
4812810,Cold Lake 149,2019,CO2 Eq. Emissions,CO2 Equivalent,t,1321655.894
4812810,Cold Lake 149,2020,CO2 Eq. Emissions,CO2 Equivalent,t,1173638.313
4812810,Cold Lake 149,2021,CO2 Eq. Emissions,CO2 Equivalent,t,1325685.384
4815023,Canmore,2018,CO2 Eq. Emissions,CO2 Equivalent,t,99.5656
4815023,Canmore,2019,CO2 Eq. Emissions,CO2 Equivalent,t,89.15639
4815023,Canmore,2020,CO2 Eq. Emissions,CO2 Equivalent,t,101.07292
4815023,Canmore,2021,CO2 Eq. Emissions,CO2 Equivalent,t,106.30161
4818002,Fox Creek,2018,CO2 Eq. Emissions,CO2 Equivalent,t,9041.05855
4818002,Fox Creek,2019,CO2 Eq. Emissions,CO2 Equivalent,t,8556.64652
4818002,Fox Creek,2020,CO2 Eq. Emissions,CO2 Equivalent,t,7918.16642
4818002,Fox Creek,2021,CO2 Eq. Emissions,CO2 Equivalent,t,8267.00124
