CSDUID,CSD,Period,IndicatorSummaryDescription,Emission Type,UnitOfMeasure,OriginalValue
4807001,Provost No. 52,2021,CO2 Eq. Emissions,N2O Equivalent,t,329.84964
4819041,Smoky River No. 130,2017,CO2 Eq. Emissions,N2O Equivalent,t,313.4215
4819041,Smoky River No. 130,2018,CO2 Eq. Emissions,N2O Equivalent,t,181.184
4819041,Smoky River No. 130,2019,CO2 Eq. Emissions,N2O Equivalent,t,565.604
4819041,Smoky River No. 130,2020,CO2 Eq. Emissions,N2O Equivalent,t,313.198
4819041,Smoky River No. 130,2021,CO2 Eq. Emissions,N2O Equivalent,t,64.07
4810036,Vermilion River County,2017,CO2 Eq. Emissions,N2O Equivalent,t,103.8232
4810036,Vermilion River County,2018,CO2 Eq. Emissions,N2O Equivalent,t,35.462
4810036,Vermilion River County,2019,CO2 Eq. Emissions,N2O Equivalent,t,59.302
4810036,Vermilion River County,2020,CO2 Eq. Emissions,N2O Equivalent,t,153.30312
4810036,Vermilion River County,2021,CO2 Eq. Emissions,N2O Equivalent,t,165.71482
4817026,Northern Sunrise County,2004,CO2 Eq. Emissions,N2O Equivalent,t,15251.64
4817026,Northern Sunrise County,2005,CO2 Eq. Emissions,N2O Equivalent,t,16584.8914
4817026,Northern Sunrise County,2006,CO2 Eq. Emissions,N2O Equivalent,t,15132.142
4817026,Northern Sunrise County,2007,CO2 Eq. Emissions,N2O Equivalent,t,11723.5584
4817026,Northern Sunrise County,2008,CO2 Eq. Emissions,N2O Equivalent,t,11754.2229
4817026,Northern Sunrise County,2009,CO2 Eq. Emissions,N2O Equivalent,t,11392.3311
4817026,Northern Sunrise County,2010,CO2 Eq. Emissions,N2O Equivalent,t,9657.435
4817026,Northern Sunrise County,2011,CO2 Eq. Emissions,N2O Equivalent,t,10631.1798
4817026,Northern Sunrise County,2012,CO2 Eq. Emissions,N2O Equivalent,t,11076.9878
4817026,Northern Sunrise County,2013,CO2 Eq. Emissions,N2O Equivalent,t,12221.3975
4817026,Northern Sunrise County,2014,CO2 Eq. Emissions,N2O Equivalent,t,11787.0023
4817026,Northern Sunrise County,2015,CO2 Eq. Emissions,N2O Equivalent,t,43853.6809
4817026,Northern Sunrise County,2016,CO2 Eq. Emissions,N2O Equivalent,t,12437.775
4817026,Northern Sunrise County,2017,CO2 Eq. Emissions,N2O Equivalent,t,14139.5037
4817026,Northern Sunrise County,2018,CO2 Eq. Emissions,N2O Equivalent,t,17040.1764
4817026,Northern Sunrise County,2019,CO2 Eq. Emissions,N2O Equivalent,t,13928.8478
4817026,Northern Sunrise County,2020,CO2 Eq. Emissions,N2O Equivalent,t,13370.6342
4817026,Northern Sunrise County,2021,CO2 Eq. Emissions,N2O Equivalent,t,13033.29671
4817027,Big Lakes County,2004,CO2 Eq. Emissions,N2O Equivalent,t,9039.532
4817027,Big Lakes County,2005,CO2 Eq. Emissions,N2O Equivalent,t,10611.482
4817027,Big Lakes County,2006,CO2 Eq. Emissions,N2O Equivalent,t,11630.94
4817027,Big Lakes County,2007,CO2 Eq. Emissions,N2O Equivalent,t,5626.24
4817027,Big Lakes County,2009,CO2 Eq. Emissions,N2O Equivalent,t,5203.6462
4817027,Big Lakes County,2010,CO2 Eq. Emissions,N2O Equivalent,t,5073.9268
4817027,Big Lakes County,2011,CO2 Eq. Emissions,N2O Equivalent,t,3033.938
4817027,Big Lakes County,2012,CO2 Eq. Emissions,N2O Equivalent,t,1851.8465
4817027,Big Lakes County,2013,CO2 Eq. Emissions,N2O Equivalent,t,1765.0838
4817027,Big Lakes County,2014,CO2 Eq. Emissions,N2O Equivalent,t,1566.6456
4817027,Big Lakes County,2015,CO2 Eq. Emissions,N2O Equivalent,t,1190.9272
4817027,Big Lakes County,2016,CO2 Eq. Emissions,N2O Equivalent,t,924.3662
4817027,Big Lakes County,2017,CO2 Eq. Emissions,N2O Equivalent,t,14824.3676
4817027,Big Lakes County,2018,CO2 Eq. Emissions,N2O Equivalent,t,13251.2852
4817027,Big Lakes County,2019,CO2 Eq. Emissions,N2O Equivalent,t,14495.6438
4817027,Big Lakes County,2020,CO2 Eq. Emissions,N2O Equivalent,t,17014.6974
4817027,Big Lakes County,2021,CO2 Eq. Emissions,N2O Equivalent,t,13006.62154
4817031,Opportunity No. 17,2009,CO2 Eq. Emissions,N2O Equivalent,t,219.924
4817031,Opportunity No. 17,2012,CO2 Eq. Emissions,N2O Equivalent,t,239.5622
4817031,Opportunity No. 17,2013,CO2 Eq. Emissions,N2O Equivalent,t,200.405
4817031,Opportunity No. 17,2014,CO2 Eq. Emissions,N2O Equivalent,t,257.2634
4817031,Opportunity No. 17,2016,CO2 Eq. Emissions,N2O Equivalent,t,181.78
4817031,Opportunity No. 17,2017,CO2 Eq. Emissions,N2O Equivalent,t,579.1332
4817031,Opportunity No. 17,2018,CO2 Eq. Emissions,N2O Equivalent,t,757.86764
4817031,Opportunity No. 17,2019,CO2 Eq. Emissions,N2O Equivalent,t,1171.35754
4817031,Opportunity No. 17,2020,CO2 Eq. Emissions,N2O Equivalent,t,1389.01048
4817031,Opportunity No. 17,2021,CO2 Eq. Emissions,N2O Equivalent,t,463.68889
4813001,Lac Ste. Anne County,2016,CO2 Eq. Emissions,N2O Equivalent,t,89.4
4813001,Lac Ste. Anne County,2017,CO2 Eq. Emissions,N2O Equivalent,t,266.94453
4813001,Lac Ste. Anne County,2018,CO2 Eq. Emissions,N2O Equivalent,t,307.87393
4813001,Lac Ste. Anne County,2019,CO2 Eq. Emissions,N2O Equivalent,t,589.40168
4813001,Lac Ste. Anne County,2020,CO2 Eq. Emissions,N2O Equivalent,t,58.59604
4813001,Lac Ste. Anne County,2021,CO2 Eq. Emissions,N2O Equivalent,t,3.61236
4819049,Birch Hills County,2017,CO2 Eq. Emissions,N2O Equivalent,t,59.6
4819049,Birch Hills County,2018,CO2 Eq. Emissions,N2O Equivalent,t,73.308
4819049,Birch Hills County,2019,CO2 Eq. Emissions,N2O Equivalent,t,89.102
4819049,Birch Hills County,2020,CO2 Eq. Emissions,N2O Equivalent,t,294.126
4819049,Birch Hills County,2021,CO2 Eq. Emissions,N2O Equivalent,t,332.03458
4819059,Saddle Hills County,2004,CO2 Eq. Emissions,N2O Equivalent,t,536.4
4819059,Saddle Hills County,2005,CO2 Eq. Emissions,N2O Equivalent,t,238.4
4819059,Saddle Hills County,2009,CO2 Eq. Emissions,N2O Equivalent,t,207.706
4819059,Saddle Hills County,2010,CO2 Eq. Emissions,N2O Equivalent,t,1144.1114
4819059,Saddle Hills County,2011,CO2 Eq. Emissions,N2O Equivalent,t,1678.038
4819059,Saddle Hills County,2012,CO2 Eq. Emissions,N2O Equivalent,t,1551.5966
4819059,Saddle Hills County,2013,CO2 Eq. Emissions,N2O Equivalent,t,2104.3866
4819059,Saddle Hills County,2014,CO2 Eq. Emissions,N2O Equivalent,t,5849.5314
4819059,Saddle Hills County,2015,CO2 Eq. Emissions,N2O Equivalent,t,1949.5458
4819059,Saddle Hills County,2016,CO2 Eq. Emissions,N2O Equivalent,t,3014.717
4819059,Saddle Hills County,2017,CO2 Eq. Emissions,N2O Equivalent,t,14148.14004
4819059,Saddle Hills County,2018,CO2 Eq. Emissions,N2O Equivalent,t,31357.7211
4819059,Saddle Hills County,2019,CO2 Eq. Emissions,N2O Equivalent,t,30452.46057
4819059,Saddle Hills County,2020,CO2 Eq. Emissions,N2O Equivalent,t,30212.10748
4819059,Saddle Hills County,2021,CO2 Eq. Emissions,N2O Equivalent,t,34898.77374
4819066,Fairview No. 136,2017,CO2 Eq. Emissions,N2O Equivalent,t,367.434
4819066,Fairview No. 136,2018,CO2 Eq. Emissions,N2O Equivalent,t,309.026
4819066,Fairview No. 136,2019,CO2 Eq. Emissions,N2O Equivalent,t,150.49
4819066,Fairview No. 136,2020,CO2 Eq. Emissions,N2O Equivalent,t,740.53
4819066,Fairview No. 136,2021,CO2 Eq. Emissions,N2O Equivalent,t,824.99512
4819012,Grande Prairie,2007,CO2 Eq. Emissions,N2O Equivalent,t,953.6
4819012,Grande Prairie,2008,CO2 Eq. Emissions,N2O Equivalent,t,5428.9637
4819012,Grande Prairie,2009,CO2 Eq. Emissions,N2O Equivalent,t,165.5986
4819012,Grande Prairie,2016,CO2 Eq. Emissions,N2O Equivalent,t,944.1534
4819012,Grande Prairie,2017,CO2 Eq. Emissions,N2O Equivalent,t,3671.4792
4819012,Grande Prairie,2018,CO2 Eq. Emissions,N2O Equivalent,t,1910.2694
4819012,Grande Prairie,2019,CO2 Eq. Emissions,N2O Equivalent,t,1996.9576
4819012,Grande Prairie,2020,CO2 Eq. Emissions,N2O Equivalent,t,4339.30167
4819012,Grande Prairie,2021,CO2 Eq. Emissions,N2O Equivalent,t,4315.42889
4811031,Drayton Valley,2012,CO2 Eq. Emissions,N2O Equivalent,t,2.99401
4811031,Drayton Valley,2013,CO2 Eq. Emissions,N2O Equivalent,t,2607.31822
4811031,Drayton Valley,2014,CO2 Eq. Emissions,N2O Equivalent,t,2069.30008
4811031,Drayton Valley,2015,CO2 Eq. Emissions,N2O Equivalent,t,4.768
4811031,Drayton Valley,2017,CO2 Eq. Emissions,N2O Equivalent,t,15.198
4811031,Drayton Valley,2018,CO2 Eq. Emissions,N2O Equivalent,t,12.218
4811031,Drayton Valley,2019,CO2 Eq. Emissions,N2O Equivalent,t,91.486
4811031,Drayton Valley,2020,CO2 Eq. Emissions,N2O Equivalent,t,86.42
4811031,Drayton Valley,2021,CO2 Eq. Emissions,N2O Equivalent,t,86.42
4811032,Brazeau County,2015,CO2 Eq. Emissions,N2O Equivalent,t,306.344
4811032,Brazeau County,2016,CO2 Eq. Emissions,N2O Equivalent,t,449.086
4811032,Brazeau County,2017,CO2 Eq. Emissions,N2O Equivalent,t,5909.8168
4811032,Brazeau County,2018,CO2 Eq. Emissions,N2O Equivalent,t,5424.4642
4811032,Brazeau County,2019,CO2 Eq. Emissions,N2O Equivalent,t,8105.78029
4811032,Brazeau County,2020,CO2 Eq. Emissions,N2O Equivalent,t,8240.73019
4811032,Brazeau County,2021,CO2 Eq. Emissions,N2O Equivalent,t,15358.71527
4811034,Parkland County,2004,CO2 Eq. Emissions,N2O Equivalent,t,151379.7928
4811034,Parkland County,2005,CO2 Eq. Emissions,N2O Equivalent,t,148202.5225
4811034,Parkland County,2006,CO2 Eq. Emissions,N2O Equivalent,t,149224.1899
4811034,Parkland County,2007,CO2 Eq. Emissions,N2O Equivalent,t,148408.6536
4811034,Parkland County,2008,CO2 Eq. Emissions,N2O Equivalent,t,140740.958
4811034,Parkland County,2009,CO2 Eq. Emissions,N2O Equivalent,t,135757.6831
4811034,Parkland County,2010,CO2 Eq. Emissions,N2O Equivalent,t,146813.8991
4811034,Parkland County,2011,CO2 Eq. Emissions,N2O Equivalent,t,123001.1995
4811034,Parkland County,2012,CO2 Eq. Emissions,N2O Equivalent,t,126781.2678
4811034,Parkland County,2013,CO2 Eq. Emissions,N2O Equivalent,t,133446.1904
4811034,Parkland County,2014,CO2 Eq. Emissions,N2O Equivalent,t,167906.9354
4811034,Parkland County,2015,CO2 Eq. Emissions,N2O Equivalent,t,155996.2324
4811034,Parkland County,2016,CO2 Eq. Emissions,N2O Equivalent,t,153776.7612
4811034,Parkland County,2017,CO2 Eq. Emissions,N2O Equivalent,t,142477.972
4811034,Parkland County,2018,CO2 Eq. Emissions,N2O Equivalent,t,66742.19073
4811034,Parkland County,2019,CO2 Eq. Emissions,N2O Equivalent,t,59322.40942
4811034,Parkland County,2020,CO2 Eq. Emissions,N2O Equivalent,t,38824.14835
4811034,Parkland County,2021,CO2 Eq. Emissions,N2O Equivalent,t,29540.66699
4810039,Lloydminster (Part),2009,CO2 Eq. Emissions,N2O Equivalent,t,387.4
4810039,Lloydminster (Part),2010,CO2 Eq. Emissions,N2O Equivalent,t,715.3192
4810039,Lloydminster (Part),2011,CO2 Eq. Emissions,N2O Equivalent,t,424.501
4810039,Lloydminster (Part),2012,CO2 Eq. Emissions,N2O Equivalent,t,412.2234
4810039,Lloydminster (Part),2013,CO2 Eq. Emissions,N2O Equivalent,t,385.1352
4810039,Lloydminster (Part),2014,CO2 Eq. Emissions,N2O Equivalent,t,722.6798
4810039,Lloydminster (Part),2015,CO2 Eq. Emissions,N2O Equivalent,t,696.8432
4810039,Lloydminster (Part),2016,CO2 Eq. Emissions,N2O Equivalent,t,730.4576
4810039,Lloydminster (Part),2017,CO2 Eq. Emissions,N2O Equivalent,t,633.00057
4810039,Lloydminster (Part),2018,CO2 Eq. Emissions,N2O Equivalent,t,756.80974
4810039,Lloydminster (Part),2019,CO2 Eq. Emissions,N2O Equivalent,t,777.93198
4810039,Lloydminster (Part),2020,CO2 Eq. Emissions,N2O Equivalent,t,844.42144
4810039,Lloydminster (Part),2021,CO2 Eq. Emissions,N2O Equivalent,t,830.77811
4811048,Stony Plain,2016,CO2 Eq. Emissions,N2O Equivalent,t,8.94
4811048,Stony Plain,2017,CO2 Eq. Emissions,N2O Equivalent,t,44.7
4811048,Stony Plain,2018,CO2 Eq. Emissions,N2O Equivalent,t,30.36501
4811048,Stony Plain,2019,CO2 Eq. Emissions,N2O Equivalent,t,5.1399
4811048,Stony Plain,2020,CO2 Eq. Emissions,N2O Equivalent,t,9.95439
4811048,Stony Plain,2021,CO2 Eq. Emissions,N2O Equivalent,t,33.16651
4811052,Strathcona County,2004,CO2 Eq. Emissions,N2O Equivalent,t,25997.1028
4811052,Strathcona County,2005,CO2 Eq. Emissions,N2O Equivalent,t,35955.488
4811052,Strathcona County,2006,CO2 Eq. Emissions,N2O Equivalent,t,140566.8101
4811052,Strathcona County,2007,CO2 Eq. Emissions,N2O Equivalent,t,38716.1296
4811052,Strathcona County,2008,CO2 Eq. Emissions,N2O Equivalent,t,36441.0787
4811052,Strathcona County,2009,CO2 Eq. Emissions,N2O Equivalent,t,43800.6065
4811052,Strathcona County,2010,CO2 Eq. Emissions,N2O Equivalent,t,33095.88
4811052,Strathcona County,2011,CO2 Eq. Emissions,N2O Equivalent,t,40384.31334
4811052,Strathcona County,2012,CO2 Eq. Emissions,N2O Equivalent,t,40198.33423
4811052,Strathcona County,2013,CO2 Eq. Emissions,N2O Equivalent,t,38206.87919
4811052,Strathcona County,2014,CO2 Eq. Emissions,N2O Equivalent,t,34858.04042
4811052,Strathcona County,2015,CO2 Eq. Emissions,N2O Equivalent,t,31537.65051
4811052,Strathcona County,2016,CO2 Eq. Emissions,N2O Equivalent,t,28492.55659
4811052,Strathcona County,2017,CO2 Eq. Emissions,N2O Equivalent,t,29993.07807
4811052,Strathcona County,2018,CO2 Eq. Emissions,N2O Equivalent,t,27061.63181
4811052,Strathcona County,2019,CO2 Eq. Emissions,N2O Equivalent,t,30426.75956
4811052,Strathcona County,2020,CO2 Eq. Emissions,N2O Equivalent,t,29089.72653
4811052,Strathcona County,2021,CO2 Eq. Emissions,N2O Equivalent,t,32561.10768
4811059,Sturgeon County,2004,CO2 Eq. Emissions,N2O Equivalent,t,21801.6803
4811059,Sturgeon County,2005,CO2 Eq. Emissions,N2O Equivalent,t,18857.44
4811059,Sturgeon County,2006,CO2 Eq. Emissions,N2O Equivalent,t,14801.958
4811059,Sturgeon County,2007,CO2 Eq. Emissions,N2O Equivalent,t,13997.0594
4811059,Sturgeon County,2008,CO2 Eq. Emissions,N2O Equivalent,t,14667.7391
4811059,Sturgeon County,2009,CO2 Eq. Emissions,N2O Equivalent,t,12050.2257
4811059,Sturgeon County,2010,CO2 Eq. Emissions,N2O Equivalent,t,13161.6173
4811059,Sturgeon County,2011,CO2 Eq. Emissions,N2O Equivalent,t,32950.4864
4811059,Sturgeon County,2012,CO2 Eq. Emissions,N2O Equivalent,t,16562.98483
4811059,Sturgeon County,2013,CO2 Eq. Emissions,N2O Equivalent,t,14354.6603
4811059,Sturgeon County,2014,CO2 Eq. Emissions,N2O Equivalent,t,17984.0315
4811059,Sturgeon County,2015,CO2 Eq. Emissions,N2O Equivalent,t,18240.6399
4811059,Sturgeon County,2016,CO2 Eq. Emissions,N2O Equivalent,t,16264.6612
4811059,Sturgeon County,2017,CO2 Eq. Emissions,N2O Equivalent,t,13906.021
4811059,Sturgeon County,2018,CO2 Eq. Emissions,N2O Equivalent,t,16252.79186
4811059,Sturgeon County,2019,CO2 Eq. Emissions,N2O Equivalent,t,19488.44606
4811059,Sturgeon County,2020,CO2 Eq. Emissions,N2O Equivalent,t,13050.02703
4811059,Sturgeon County,2021,CO2 Eq. Emissions,N2O Equivalent,t,12300.62646
4817095,Mackenzie County,2004,CO2 Eq. Emissions,N2O Equivalent,t,4108.973
4817095,Mackenzie County,2005,CO2 Eq. Emissions,N2O Equivalent,t,3840.6836
4817095,Mackenzie County,2006,CO2 Eq. Emissions,N2O Equivalent,t,3865.8646
4817095,Mackenzie County,2007,CO2 Eq. Emissions,N2O Equivalent,t,3278.6854
4817095,Mackenzie County,2008,CO2 Eq. Emissions,N2O Equivalent,t,2198.5546
4817095,Mackenzie County,2009,CO2 Eq. Emissions,N2O Equivalent,t,3063.0824
4817095,Mackenzie County,2010,CO2 Eq. Emissions,N2O Equivalent,t,2875.9086
4817095,Mackenzie County,2011,CO2 Eq. Emissions,N2O Equivalent,t,3292.27867
4817095,Mackenzie County,2012,CO2 Eq. Emissions,N2O Equivalent,t,2653.78685
4817095,Mackenzie County,2013,CO2 Eq. Emissions,N2O Equivalent,t,2586.938
4817095,Mackenzie County,2014,CO2 Eq. Emissions,N2O Equivalent,t,2172.0624
4817095,Mackenzie County,2015,CO2 Eq. Emissions,N2O Equivalent,t,1817.6212
4817095,Mackenzie County,2016,CO2 Eq. Emissions,N2O Equivalent,t,1740.7968
4817095,Mackenzie County,2017,CO2 Eq. Emissions,N2O Equivalent,t,1650.11927
4817095,Mackenzie County,2018,CO2 Eq. Emissions,N2O Equivalent,t,2563.13078
4817095,Mackenzie County,2019,CO2 Eq. Emissions,N2O Equivalent,t,2320.43064
4817095,Mackenzie County,2020,CO2 Eq. Emissions,N2O Equivalent,t,5009.21014
4817095,Mackenzie County,2021,CO2 Eq. Emissions,N2O Equivalent,t,3816.65586
4811018,Devon,2009,CO2 Eq. Emissions,N2O Equivalent,t,1146.406
4811018,Devon,2010,CO2 Eq. Emissions,N2O Equivalent,t,828.142
4811021,Thorsby,2004,CO2 Eq. Emissions,N2O Equivalent,t,5066.0
4811021,Thorsby,2005,CO2 Eq. Emissions,N2O Equivalent,t,4470.0
4811021,Thorsby,2006,CO2 Eq. Emissions,N2O Equivalent,t,4052.8
4811021,Thorsby,2007,CO2 Eq. Emissions,N2O Equivalent,t,3456.8
4811021,Thorsby,2008,CO2 Eq. Emissions,N2O Equivalent,t,641.594
4812038,Improvement District No. 349,2004,CO2 Eq. Emissions,N2O Equivalent,t,11785.8997
4812038,Improvement District No. 349,2005,CO2 Eq. Emissions,N2O Equivalent,t,10349.54
4812038,Improvement District No. 349,2006,CO2 Eq. Emissions,N2O Equivalent,t,506.6
4812038,Improvement District No. 349,2007,CO2 Eq. Emissions,N2O Equivalent,t,445.212
4812038,Improvement District No. 349,2008,CO2 Eq. Emissions,N2O Equivalent,t,361.176
4812038,Improvement District No. 349,2009,CO2 Eq. Emissions,N2O Equivalent,t,7115.3463
4812038,Improvement District No. 349,2010,CO2 Eq. Emissions,N2O Equivalent,t,7988.486
4812038,Improvement District No. 349,2011,CO2 Eq. Emissions,N2O Equivalent,t,7999.5117
4812038,Improvement District No. 349,2012,CO2 Eq. Emissions,N2O Equivalent,t,5663.5794
4812038,Improvement District No. 349,2013,CO2 Eq. Emissions,N2O Equivalent,t,7707.0253
4812038,Improvement District No. 349,2014,CO2 Eq. Emissions,N2O Equivalent,t,8745.7341
4812038,Improvement District No. 349,2015,CO2 Eq. Emissions,N2O Equivalent,t,8793.99281
4812038,Improvement District No. 349,2016,CO2 Eq. Emissions,N2O Equivalent,t,9467.7875
4812038,Improvement District No. 349,2017,CO2 Eq. Emissions,N2O Equivalent,t,9743.94678
4812038,Improvement District No. 349,2018,CO2 Eq. Emissions,N2O Equivalent,t,8763.882
4812038,Improvement District No. 349,2019,CO2 Eq. Emissions,N2O Equivalent,t,9357.62465
4812038,Improvement District No. 349,2020,CO2 Eq. Emissions,N2O Equivalent,t,9857.53425
4812038,Improvement District No. 349,2021,CO2 Eq. Emissions,N2O Equivalent,t,10041.46998
4817062,Clear Hills,2017,CO2 Eq. Emissions,N2O Equivalent,t,760.12797
4817062,Clear Hills,2018,CO2 Eq. Emissions,N2O Equivalent,t,237.506
4817062,Clear Hills,2019,CO2 Eq. Emissions,N2O Equivalent,t,226.778
4817062,Clear Hills,2020,CO2 Eq. Emissions,N2O Equivalent,t,1376.462
4817062,Clear Hills,2021,CO2 Eq. Emissions,N2O Equivalent,t,1829.34154
4812810,Cold Lake 149,2007,CO2 Eq. Emissions,N2O Equivalent,t,402.3
4812810,Cold Lake 149,2008,CO2 Eq. Emissions,N2O Equivalent,t,1005.5116
4812810,Cold Lake 149,2009,CO2 Eq. Emissions,N2O Equivalent,t,1224.8992
4812810,Cold Lake 149,2010,CO2 Eq. Emissions,N2O Equivalent,t,493.1304
4812810,Cold Lake 149,2011,CO2 Eq. Emissions,N2O Equivalent,t,1555.2918
4812810,Cold Lake 149,2012,CO2 Eq. Emissions,N2O Equivalent,t,1795.1818
4812810,Cold Lake 149,2013,CO2 Eq. Emissions,N2O Equivalent,t,1855.8248
4812810,Cold Lake 149,2014,CO2 Eq. Emissions,N2O Equivalent,t,1332.4772
4812810,Cold Lake 149,2015,CO2 Eq. Emissions,N2O Equivalent,t,1293.0518
4812810,Cold Lake 149,2016,CO2 Eq. Emissions,N2O Equivalent,t,1482.2222
4812810,Cold Lake 149,2017,CO2 Eq. Emissions,N2O Equivalent,t,1686.9184
4812810,Cold Lake 149,2018,CO2 Eq. Emissions,N2O Equivalent,t,1703.91036
4812810,Cold Lake 149,2019,CO2 Eq. Emissions,N2O Equivalent,t,1940.80546
4812810,Cold Lake 149,2020,CO2 Eq. Emissions,N2O Equivalent,t,1716.40252
4812810,Cold Lake 149,2021,CO2 Eq. Emissions,N2O Equivalent,t,1896.54948
4815023,Canmore,2018,CO2 Eq. Emissions,N2O Equivalent,t,1.043
4815023,Canmore,2019,CO2 Eq. Emissions,N2O Equivalent,t,0.4166
4815023,Canmore,2020,CO2 Eq. Emissions,N2O Equivalent,t,1.043
4815023,Canmore,2021,CO2 Eq. Emissions,N2O Equivalent,t,0.54415
4818002,Fox Creek,2018,CO2 Eq. Emissions,N2O Equivalent,t,53.28985
4818002,Fox Creek,2019,CO2 Eq. Emissions,N2O Equivalent,t,49.43671
4818002,Fox Creek,2020,CO2 Eq. Emissions,N2O Equivalent,t,45.45513
4818002,Fox Creek,2021,CO2 Eq. Emissions,N2O Equivalent,t,47.86297
4818015,Greenview No. 16,2004,CO2 Eq. Emissions,N2O Equivalent,t,17668.42
4818015,Greenview No. 16,2005,CO2 Eq. Emissions,N2O Equivalent,t,9710.5383
4818015,Greenview No. 16,2006,CO2 Eq. Emissions,N2O Equivalent,t,12657.103
4818015,Greenview No. 16,2007,CO2 Eq. Emissions,N2O Equivalent,t,12386.8465
4818015,Greenview No. 16,2008,CO2 Eq. Emissions,N2O Equivalent,t,10309.9656
4818015,Greenview No. 16,2009,CO2 Eq. Emissions,N2O Equivalent,t,18513.7861
4818015,Greenview No. 16,2010,CO2 Eq. Emissions,N2O Equivalent,t,21429.627
4818015,Greenview No. 16,2011,CO2 Eq. Emissions,N2O Equivalent,t,20864.58622
4818015,Greenview No. 16,2012,CO2 Eq. Emissions,N2O Equivalent,t,31650.00129
4818015,Greenview No. 16,2013,CO2 Eq. Emissions,N2O Equivalent,t,26247.7208
4818015,Greenview No. 16,2014,CO2 Eq. Emissions,N2O Equivalent,t,29034.45737
4818015,Greenview No. 16,2015,CO2 Eq. Emissions,N2O Equivalent,t,26248.3466
4818015,Greenview No. 16,2016,CO2 Eq. Emissions,N2O Equivalent,t,21942.038
4818015,Greenview No. 16,2017,CO2 Eq. Emissions,N2O Equivalent,t,106495.2504
4818015,Greenview No. 16,2018,CO2 Eq. Emissions,N2O Equivalent,t,152754.0589
4818015,Greenview No. 16,2019,CO2 Eq. Emissions,N2O Equivalent,t,168693.6158
4818015,Greenview No. 16,2020,CO2 Eq. Emissions,N2O Equivalent,t,148796.2255
4818015,Greenview No. 16,2021,CO2 Eq. Emissions,N2O Equivalent,t,196994.2085
4818018,Valleyview,2006,CO2 Eq. Emissions,N2O Equivalent,t,11.5922
4818018,Valleyview,2007,CO2 Eq. Emissions,N2O Equivalent,t,9.2976
4819006,Grande Prairie County No. 1,2004,CO2 Eq. Emissions,N2O Equivalent,t,12331.2397
4819006,Grande Prairie County No. 1,2005,CO2 Eq. Emissions,N2O Equivalent,t,11589.22
4819006,Grande Prairie County No. 1,2006,CO2 Eq. Emissions,N2O Equivalent,t,10771.2991
4819006,Grande Prairie County No. 1,2007,CO2 Eq. Emissions,N2O Equivalent,t,11789.4462
4819006,Grande Prairie County No. 1,2008,CO2 Eq. Emissions,N2O Equivalent,t,10877.5066
4819006,Grande Prairie County No. 1,2009,CO2 Eq. Emissions,N2O Equivalent,t,10809.7712
4819006,Grande Prairie County No. 1,2010,CO2 Eq. Emissions,N2O Equivalent,t,11230.5773
4819006,Grande Prairie County No. 1,2011,CO2 Eq. Emissions,N2O Equivalent,t,12228.1022
4819006,Grande Prairie County No. 1,2012,CO2 Eq. Emissions,N2O Equivalent,t,12643.43493
4819006,Grande Prairie County No. 1,2013,CO2 Eq. Emissions,N2O Equivalent,t,13146.6878
4819006,Grande Prairie County No. 1,2014,CO2 Eq. Emissions,N2O Equivalent,t,12492.4282
4819006,Grande Prairie County No. 1,2015,CO2 Eq. Emissions,N2O Equivalent,t,12862.2161
