samplenumber,waterbodyname,beachname,beachaccessnumber,collectiondate,parameters,cellcount
M161250,Hasse Lake,Hasse Lake Day Use Area,9601224,27-Jun-16,Gomphosphaeria virieuxii (Komárek & Hindák),13551
M161250,Hasse Lake,Hasse Lake Day Use Area,9601224,27-Jun-16,Small cyanophyceae,58517
M161250,Hasse Lake,Hasse Lake Day Use Area,9601224,27-Jun-16,Total cyanobacterial cell count,84880
M161257,Hasse Lake,Hasse Lake Day Use Area,9601224,18-Jul-16,Anabaena (Bory de Saint-Vincent ex Bornet et Flahault),34186
M161257,Hasse Lake,Hasse Lake Day Use Area,9601224,18-Jul-16,Anabaena flos-aquae var. intermedia f. spiroides (Woronichin),3757
M161257,Hasse Lake,Hasse Lake Day Use Area,9601224,18-Jul-16,Aphanizomenon flos-aquae (Ralfs ex Bornet et Flahault),8192
M161257,Hasse Lake,Hasse Lake Day Use Area,9601224,18-Jul-16,Aphanothece (Nägeli),215590
M161257,Hasse Lake,Hasse Lake Day Use Area,9601224,18-Jul-16,Aphanothece clathrata (West et G.S. West),277187
M161257,Hasse Lake,Hasse Lake Day Use Area,9601224,18-Jul-16,Gomphosphaeria virieuxii (Komárek & Hindák),135822
M161257,Hasse Lake,Hasse Lake Day Use Area,9601224,18-Jul-16,Woronichinia (Elenkin),15892
M161257,Hasse Lake,Hasse Lake Day Use Area,9601224,18-Jul-16,Total cyanobacterial cell count,690626
M161985,Hasse Lake,Hasse Lake Day Use Area,9601224,8-Aug-16,Anabaena (Bory de Saint-Vincent ex Bornet et Flahault),173704
M161985,Hasse Lake,Hasse Lake Day Use Area,9601224,8-Aug-16,Anabaena flos-aquae (Lyngbye) Brébisson ex Bornet et Flauhault,7268
M161985,Hasse Lake,Hasse Lake Day Use Area,9601224,8-Aug-16,Aphanizomenon flos-aquae (Ralfs ex Bornet et Flahault),43734
M161985,Hasse Lake,Hasse Lake Day Use Area,9601224,8-Aug-16,Microcystis aeruginosa (Kützing) Kützing,113955
M161985,Hasse Lake,Hasse Lake Day Use Area,9601224,8-Aug-16,Total cyanobacterial cell count,338661
M161292,Hastings Lake,Hastings Lake Bible Camp Beach,9010190,13-Jun-16,Anabaena flos-aquae var. intermedia f. spiroides (Woronichin),3388
M161292,Hastings Lake,Hastings Lake Bible Camp Beach,9010190,13-Jun-16,Aphanizomenon flos-aquae (Ralfs ex Bornet et Flahault),625027
M161292,Hastings Lake,Hastings Lake Bible Camp Beach,9010190,13-Jun-16,Aphanothece (Nägeli),59010
M161292,Hastings Lake,Hastings Lake Bible Camp Beach,9010190,13-Jun-16,Merismopedia (Meyen),56669
M161292,Hastings Lake,Hastings Lake Bible Camp Beach,9010190,13-Jun-16,Merismopedia glauca (Ehrenberg) Kützing,20450
M161292,Hastings Lake,Hastings Lake Bible Camp Beach,9010190,13-Jun-16,Merismopedia minima (G.Beck),218054
M161292,Hastings Lake,Hastings Lake Bible Camp Beach,9010190,13-Jun-16,Planktothrix agardhii (Gomont) Anagnostidis & Komárek,81678
M161292,Hastings Lake,Hastings Lake Bible Camp Beach,9010190,13-Jun-16,Woronichinia naegeliana (Unger) Elenkin,68435
M161292,Hastings Lake,Hastings Lake Bible Camp Beach,9010190,13-Jun-16,Total cyanobacterial cell count,1132711
M161254,Hastings Lake,Hastings Lake Bible Camp Beach,9010190,20-Jun-16,Anabaena (Bory de Saint-Vincent ex Bornet et Flahault),18541
M161254,Hastings Lake,Hastings Lake Bible Camp Beach,9010190,20-Jun-16,Aphanizomenon flos-aquae (Ralfs ex Bornet et Flahault),22175
M161254,Hastings Lake,Hastings Lake Bible Camp Beach,9010190,20-Jun-16,Aphanocapsa (Nägeli),76997
M161254,Hastings Lake,Hastings Lake Bible Camp Beach,9010190,20-Jun-16,Aphanothece clathrata (West et G.S. West),197111
M161254,Hastings Lake,Hastings Lake Bible Camp Beach,9010190,20-Jun-16,Gomphosphaeria virieuxii (Komárek & Hindák),16939
M161254,Hastings Lake,Hastings Lake Bible Camp Beach,9010190,20-Jun-16,Merismopedia minima (G.Beck),5297
M161254,Hastings Lake,Hastings Lake Bible Camp Beach,9010190,20-Jun-16,Woronichinia naegeliana (Unger) Elenkin,74533
M161254,Hastings Lake,Hastings Lake Bible Camp Beach,9010190,20-Jun-16,Total cyanobacterial cell count,411593
M161291,Hastings Lake,Hastings Lake Bible Camp Beach,9010190,27-Jun-16,Anabaena lemmermannii (P.G.Richter),14167
M161291,Hastings Lake,Hastings Lake Bible Camp Beach,9010190,27-Jun-16,Aphanizomenon flos-aquae (Ralfs ex Bornet et Flahault),139210
M161291,Hastings Lake,Hastings Lake Bible Camp Beach,9010190,27-Jun-16,Aphanothece (Nägeli),200191
M161291,Hastings Lake,Hastings Lake Bible Camp Beach,9010190,27-Jun-16,Gomphosphaeria virieuxii (Komárek & Hindák),28027
M161291,Hastings Lake,Hastings Lake Bible Camp Beach,9010190,27-Jun-16,Merismopedia glauca (Ehrenberg) Kützing,3696
M161291,Hastings Lake,Hastings Lake Bible Camp Beach,9010190,27-Jun-16,Merismopedia minima (G.Beck),18479
M161291,Hastings Lake,Hastings Lake Bible Camp Beach,9010190,27-Jun-16,Merismopedia tenuissima (Lemmermann),14783
M161291,Hastings Lake,Hastings Lake Bible Camp Beach,9010190,27-Jun-16,Microcystis aeruginosa (Kützing) Kützing,38190
M161291,Hastings Lake,Hastings Lake Bible Camp Beach,9010190,27-Jun-16,Microcystis wesenbergii (Komárek) Komárek,5236
M161291,Hastings Lake,Hastings Lake Bible Camp Beach,9010190,27-Jun-16,Phormidium (Kützing ex Gomont),2895
M161291,Hastings Lake,Hastings Lake Bible Camp Beach,9010190,27-Jun-16,Woronichinia delicatula (Skuja) Komárek & Hindák,11087
M161291,Hastings Lake,Hastings Lake Bible Camp Beach,9010190,27-Jun-16,Woronichinia naegeliana (Unger) Elenkin,33262
M161291,Hastings Lake,Hastings Lake Bible Camp Beach,9010190,27-Jun-16,Woronichinia robusta (Skuja) Komárek et Hindák,7392
M161291,Hastings Lake,Hastings Lake Bible Camp Beach,9010190,27-Jun-16,Total cyanobacterial cell count,516615
M161285,Hastings Lake,Hastings Lake Bible Camp Beach,9010190,4-Jul-16,Anabaena flos-aquae (Lyngbye) Brébisson ex Bornet et Flauhault,3388
M161285,Hastings Lake,Hastings Lake Bible Camp Beach,9010190,4-Jul-16,Anabaena lemmermannii (P.G.Richter),1294
M161285,Hastings Lake,Hastings Lake Bible Camp Beach,9010190,4-Jul-16,Aphanizomenon flos-aquae (Ralfs ex Bornet et Flahault),359728
M161285,Hastings Lake,Hastings Lake Bible Camp Beach,9010190,4-Jul-16,Aphanocapsa (Nägeli),227910
M161285,Hastings Lake,Hastings Lake Bible Camp Beach,9010190,4-Jul-16,Aphanothece (Nägeli),218670
M161285,Hastings Lake,Hastings Lake Bible Camp Beach,9010190,4-Jul-16,Gomphosphaeria virieuxii (Komárek & Hindák),9240
M161285,Hastings Lake,Hastings Lake Bible Camp Beach,9010190,4-Jul-16,Hormothece (C.-C.Jao),61597
M161285,Hastings Lake,Hastings Lake Bible Camp Beach,9010190,4-Jul-16,Merismopedia (Meyen),3942
M161285,Hastings Lake,Hastings Lake Bible Camp Beach,9010190,4-Jul-16,Merismopedia glauca (Ehrenberg) Kützing,5174
M161285,Hastings Lake,Hastings Lake Bible Camp Beach,9010190,4-Jul-16,Merismopedia minima (G.Beck),15030
M161285,Hastings Lake,Hastings Lake Bible Camp Beach,9010190,4-Jul-16,Microcystis aeruginosa (Kützing) Kützing,5544
M161285,Hastings Lake,Hastings Lake Bible Camp Beach,9010190,4-Jul-16,Microcystis wesenbergii (Komárek) Komárek,8624
M161285,Hastings Lake,Hastings Lake Bible Camp Beach,9010190,4-Jul-16,Phormidium (Kützing ex Gomont),13551
M161285,Hastings Lake,Hastings Lake Bible Camp Beach,9010190,4-Jul-16,Pseudanabaena (Lauterborn),2772
M161285,Hastings Lake,Hastings Lake Bible Camp Beach,9010190,4-Jul-16,Woronichinia delicatula (Skuja) Komárek & Hindák,1540
M161285,Hastings Lake,Hastings Lake Bible Camp Beach,9010190,4-Jul-16,Woronichinia naegeliana (Unger) Elenkin,46198
M161285,Hastings Lake,Hastings Lake Bible Camp Beach,9010190,4-Jul-16,Woronichinia robusta (Skuja) Komárek et Hindák,4620
M161285,Hastings Lake,Hastings Lake Bible Camp Beach,9010190,4-Jul-16,Total cyanobacterial cell count,988822
M161287,Hastings Lake,Hastings Lake Bible Camp Beach,9010190,11-Jul-16,Anabaena (Bory de Saint-Vincent ex Bornet et Flahault),3141
M161287,Hastings Lake,Hastings Lake Bible Camp Beach,9010190,11-Jul-16,Anabaena flos-aquae (Lyngbye) Brébisson ex Bornet et Flauhault,2710
M161287,Hastings Lake,Hastings Lake Bible Camp Beach,9010190,11-Jul-16,Anabaena lemmermannii (P.G.Richter),14167
M161287,Hastings Lake,Hastings Lake Bible Camp Beach,9010190,11-Jul-16,Aphanizomenon flos-aquae (Ralfs ex Bornet et Flahault),132434
M161287,Hastings Lake,Hastings Lake Bible Camp Beach,9010190,11-Jul-16,Aphanocapsa (Nägeli),12997
M161287,Hastings Lake,Hastings Lake Bible Camp Beach,9010190,11-Jul-16,Aphanothece (Nägeli),104715
M161287,Hastings Lake,Hastings Lake Bible Camp Beach,9010190,11-Jul-16,Gomphosphaeria virieuxii (Komárek & Hindák),3080
M161287,Hastings Lake,Hastings Lake Bible Camp Beach,9010190,11-Jul-16,Hormothece (C.-C.Jao),14783
M161287,Hastings Lake,Hastings Lake Bible Camp Beach,9010190,11-Jul-16,Merismopedia minima (G.Beck),5174
M161287,Hastings Lake,Hastings Lake Bible Camp Beach,9010190,11-Jul-16,Microcystis aeruginosa (Kützing) Kützing,10780
M161287,Hastings Lake,Hastings Lake Bible Camp Beach,9010190,11-Jul-16,Microcystis wesenbergii (Komárek) Komárek,4065
M161287,Hastings Lake,Hastings Lake Bible Camp Beach,9010190,11-Jul-16,Phormidium (Kützing ex Gomont),2772
M161287,Hastings Lake,Hastings Lake Bible Camp Beach,9010190,11-Jul-16,Planktolyngbya (Anagnostidis & Komárek),2525
M161287,Hastings Lake,Hastings Lake Bible Camp Beach,9010190,11-Jul-16,Pseudanabaena (Lauterborn),8316
M161287,Hastings Lake,Hastings Lake Bible Camp Beach,9010190,11-Jul-16,Woronichinia delicatula (Skuja) Komárek & Hindák,1540
M161287,Hastings Lake,Hastings Lake Bible Camp Beach,9010190,11-Jul-16,Woronichinia naegeliana (Unger) Elenkin,2156
M161287,Hastings Lake,Hastings Lake Bible Camp Beach,9010190,11-Jul-16,Woronichinia robusta (Skuja) Komárek et Hindák,2895
M161287,Hastings Lake,Hastings Lake Bible Camp Beach,9010190,11-Jul-16,Total cyanobacterial cell count,328250
M161022,Hubbles Lake,Hubbles Lake Resort,9350169,13-Jun-16,Total cyanobacterial cell count,0
M161025,Hubbles Lake,Hubbles Lake Resort,9350169,13-Jul-16,Anabaena (Bory de Saint-Vincent ex Bornet et Flahault),1232
M161025,Hubbles Lake,Hubbles Lake Resort,9350169,13-Jul-16,Aphanothece (Nägeli),61905
M161025,Hubbles Lake,Hubbles Lake Resort,9350169,13-Jul-16,Small cyanophyceae,200437
M161025,Hubbles Lake,Hubbles Lake Resort,9350169,13-Jul-16,Total cyanobacterial cell count,263574
M161023,Hubbles Lake,Hubbles Lake Resort,9350169,22-Aug-16,Total cyanobacterial cell count,0
M161247,Isle Lake,Gainford Beach,9602751,13-Jun-16,Anabaena (Bory de Saint-Vincent ex Bornet et Flahault),2772
M161247,Isle Lake,Gainford Beach,9602751,13-Jun-16,Anabaena lemmermannii (P.G.Richter),10164
M161247,Isle Lake,Gainford Beach,9602751,13-Jun-16,Aphanizomenon flos-aquae (Ralfs ex Bornet et Flahault),16015
M161247,Isle Lake,Gainford Beach,9602751,13-Jun-16,Pseudanabaena (Lauterborn),1848
M161247,Isle Lake,Gainford Beach,9602751,13-Jun-16,Total cyanobacterial cell count,30799
M161248,Isle Lake,Gainford Beach,9602751,20-Jun-16,Anabaena lemmermannii (P.G.Richter),1417
M161248,Isle Lake,Gainford Beach,9602751,20-Jun-16,Aphanizomenon flos-aquae (Ralfs ex Bornet et Flahault),18787
M161248,Isle Lake,Gainford Beach,9602751,20-Jun-16,Aphanothece clathrata (West et G.S. West),67757
M161248,Isle Lake,Gainford Beach,9602751,20-Jun-16,Total cyanobacterial cell count,87961
M161252,Isle Lake,Gainford Beach,9602751,27-Jun-16,Anabaena (Bory de Saint-Vincent ex Bornet et Flahault),6776
M161252,Isle Lake,Gainford Beach,9602751,27-Jun-16,Aphanizomenon flos-aquae (Ralfs ex Bornet et Flahault),2772
M161252,Isle Lake,Gainford Beach,9602751,27-Jun-16,Microcystis aeruginosa (Kützing) Kützing,12935
M161252,Isle Lake,Gainford Beach,9602751,27-Jun-16,Total cyanobacterial cell count,22483
M161201,Isle Lake,Gainford Beach,9602751,4-Jul-16,Aphanizomenon flos-aquae (Ralfs ex Bornet et Flahault),1232
M161201,Isle Lake,Gainford Beach,9602751,4-Jul-16,Aphanothece (Nägeli),64677
M161201,Isle Lake,Gainford Beach,9602751,4-Jul-16,Microcystis aeruginosa (Kützing) Kützing,751
M161201,Isle Lake,Gainford Beach,9602751,4-Jul-16,Woronichinia robusta (Skuja) Komárek et Hindák,188
M161201,Isle Lake,Gainford Beach,9602751,4-Jul-16,Total cyanobacterial cell count,66848
M161996,Isle Lake,Gainford Beach,9602751,25-Jul-16,Anabaena (Bory de Saint-Vincent ex Bornet et Flahault),678
M161996,Isle Lake,Gainford Beach,9602751,25-Jul-16,Microcystis aeruginosa (Kützing) Kützing,92841
M161996,Isle Lake,Gainford Beach,9602751,25-Jul-16,Microcystis wesenbergii (Komárek) Komárek,62395
M161996,Isle Lake,Gainford Beach,9602751,25-Jul-16,Woronichinia robusta (Skuja) Komárek et Hindák,9584
M161996,Isle Lake,Gainford Beach,9602751,25-Jul-16,Total cyanobacterial cell count,165498
M161998,Isle Lake,Gainford Beach,9602751,2-Aug-16,Anabaena (Bory de Saint-Vincent ex Bornet et Flahault),53590
M161998,Isle Lake,Gainford Beach,9602751,2-Aug-16,Gomphosphaeria aponina (Kützing),3203
M161998,Isle Lake,Gainford Beach,9602751,2-Aug-16,Microcystis aeruginosa (Kützing) Kützing,31854
M161998,Isle Lake,Gainford Beach,9602751,2-Aug-16,Microcystis wesenbergii (Komárek) Komárek,41968
M161998,Isle Lake,Gainford Beach,9602751,2-Aug-16,Woronichinia robusta (Skuja) Komárek et Hindák,91784
M161998,Isle Lake,Gainford Beach,9602751,2-Aug-16,Total cyanobacterial cell count,222399
M161988,Isle Lake,Gainford Beach,9602751,8-Aug-16,Anabaena (Bory de Saint-Vincent ex Bornet et Flahault),14167
M161988,Isle Lake,Gainford Beach,9602751,8-Aug-16,Anabaena lemmermannii (P.G.Richter),9609
M161988,Isle Lake,Gainford Beach,9602751,8-Aug-16,Aphanizomenon flos-aquae (Ralfs ex Bornet et Flahault),3449
M161988,Isle Lake,Gainford Beach,9602751,8-Aug-16,Microcystis aeruginosa (Kützing) Kützing,39568
M161988,Isle Lake,Gainford Beach,9602751,8-Aug-16,Microcystis wesenbergii (Komárek) Komárek,13785
M161988,Isle Lake,Gainford Beach,9602751,8-Aug-16,Phormidium mucicola (Naumann et Huber-Pestalozzi),509
M161988,Isle Lake,Gainford Beach,9602751,8-Aug-16,Woronichinia robusta (Skuja) Komárek et Hindák,14773
M161988,Isle Lake,Gainford Beach,9602751,8-Aug-16,Total cyanobacterial cell count,95860
M161990,Isle Lake,Gainford Beach,9602751,15-Aug-16,Anabaena (Bory de Saint-Vincent ex Bornet et Flahault),4928
M161990,Isle Lake,Gainford Beach,9602751,15-Aug-16,Anabaena lemmermannii (P.G.Richter),616
M161990,Isle Lake,Gainford Beach,9602751,15-Aug-16,Aphanizomenon flos-aquae (Ralfs ex Bornet et Flahault),1232
M161990,Isle Lake,Gainford Beach,9602751,15-Aug-16,Aphanothece clathrata (West et G.S. West),76381
M161990,Isle Lake,Gainford Beach,9602751,15-Aug-16,Gomphosphaeria aponina (Kützing),3388
M161990,Isle Lake,Gainford Beach,9602751,15-Aug-16,Merismopedia minima (G.Beck),2464
M161990,Isle Lake,Gainford Beach,9602751,15-Aug-16,Microcystis aeruginosa (Kützing) Kützing,19034
M161990,Isle Lake,Gainford Beach,9602751,15-Aug-16,Microcystis wesenbergii (Komárek) Komárek,12381
M161990,Isle Lake,Gainford Beach,9602751,15-Aug-16,Phormidium mucicola (Naumann et Huber-Pestalozzi),18541
M161990,Isle Lake,Gainford Beach,9602751,15-Aug-16,Pseudanabaena (Lauterborn),2957
M161990,Isle Lake,Gainford Beach,9602751,15-Aug-16,Woronichinia robusta (Skuja) Komárek et Hindák,16200
M161990,Isle Lake,Gainford Beach,9602751,15-Aug-16,Total cyanobacterial cell count,158122
M161992,Isle Lake,Gainford Beach,9602751,22-Aug-16,Anabaena (Bory de Saint-Vincent ex Bornet et Flahault),26523
M161992,Isle Lake,Gainford Beach,9602751,22-Aug-16,Anabaena crassa (Lemmermann) Komárková-Legnová et Cronberg,10920
M161992,Isle Lake,Gainford Beach,9602751,22-Aug-16,Anabaena lemmermannii (P.G.Richter),2965
M161992,Isle Lake,Gainford Beach,9602751,22-Aug-16,Aphanizomenon flos-aquae (Ralfs ex Bornet et Flahault),4312
M161992,Isle Lake,Gainford Beach,9602751,22-Aug-16,Merismopedia minima (G.Beck),5409
M161992,Isle Lake,Gainford Beach,9602751,22-Aug-16,Microcystis aeruginosa (Kützing) Kützing,31206
M161992,Isle Lake,Gainford Beach,9602751,22-Aug-16,Microcystis wesenbergii (Komárek) Komárek,1561
M161992,Isle Lake,Gainford Beach,9602751,22-Aug-16,Pseudanabaena (Lauterborn),4682
M161992,Isle Lake,Gainford Beach,9602751,22-Aug-16,Woronichinia robusta (Skuja) Komárek et Hindák,9755
M161992,Isle Lake,Gainford Beach,9602751,22-Aug-16,Total cyanobacterial cell count,97333
M161993,Isle Lake,Gainford Beach,9602751,29-Aug-16,Anabaena (Bory de Saint-Vincent ex Bornet et Flahault),14167
M161993,Isle Lake,Gainford Beach,9602751,29-Aug-16,Anabaena crassa (Lemmermann) Komárková-Legnová et Cronberg,2033
M161993,Isle Lake,Gainford Beach,9602751,29-Aug-16,Anabaena lemmermannii (P.G.Richter),4558
M161993,Isle Lake,Gainford Beach,9602751,29-Aug-16,Anabaena planctonica (Brunnthaler),3511
M161993,Isle Lake,Gainford Beach,9602751,29-Aug-16,Aphanizomenon flos-aquae (Ralfs ex Bornet et Flahault),27103
M161993,Isle Lake,Gainford Beach,9602751,29-Aug-16,Gomphosphaeria (Kützing),21559
M161993,Isle Lake,Gainford Beach,9602751,29-Aug-16,Microcystis aeruginosa (Kützing) Kützing,61905
M161993,Isle Lake,Gainford Beach,9602751,29-Aug-16,Microcystis wesenbergii (Komárek) Komárek,14783
M161993,Isle Lake,Gainford Beach,9602751,29-Aug-16,Pseudanabaena (Lauterborn),3080
M161993,Isle Lake,Gainford Beach,9602751,29-Aug-16,Woronichinia robusta (Skuja) Komárek et Hindák,7392
M161993,Isle Lake,Gainford Beach,9602751,29-Aug-16,Total cyanobacterial cell count,160091
M161243,Jackfish Lake (Parkland County),Public Beach Area,9610366,13-Jun-16,Small cyanophyceae,7084
M161243,Jackfish Lake (Parkland County),Public Beach Area,9610366,13-Jun-16,Total cyanobacterial cell count,7084
M161202,Jackfish Lake (Parkland County),Public Beach Area,9610366,4-Jul-16,Anabaena (Bory de Saint-Vincent ex Bornet et Flahault),924
M161202,Jackfish Lake (Parkland County),Public Beach Area,9610366,4-Jul-16,Aphanothece (Nägeli),338785
M161202,Jackfish Lake (Parkland County),Public Beach Area,9610366,4-Jul-16,Limnothrix redekei (Van Goor) Meffert,862
M161202,Jackfish Lake (Parkland County),Public Beach Area,9610366,4-Jul-16,Microcystis aeruginosa (Kützing) Kützing,129938
M161202,Jackfish Lake (Parkland County),Public Beach Area,9610366,4-Jul-16,Microcystis wesenbergii (Komárek) Komárek,153993
M161202,Jackfish Lake (Parkland County),Public Beach Area,9610366,4-Jul-16,Pseudanabaena (Lauterborn),1540
M161202,Jackfish Lake (Parkland County),Public Beach Area,9610366,4-Jul-16,Small cyanophyceae,15399
M161202,Jackfish Lake (Parkland County),Public Beach Area,9610366,4-Jul-16,Total cyanobacterial cell count,641441
M161995,Jackfish Lake (Parkland County),Public Beach Area,9610366,25-Jul-16,Anabaena (Bory de Saint-Vincent ex Bornet et Flahault),9732
M161995,Jackfish Lake (Parkland County),Public Beach Area,9610366,25-Jul-16,Aphanizomenon flos-aquae (Ralfs ex Bornet et Flahault),3265
M161995,Jackfish Lake (Parkland County),Public Beach Area,9610366,25-Jul-16,Aphanothece (Nägeli),200437
M161995,Jackfish Lake (Parkland County),Public Beach Area,9610366,25-Jul-16,Lyngbya birgei (G.M.Smith),15603
M161995,Jackfish Lake (Parkland County),Public Beach Area,9610366,25-Jul-16,Microcystis aeruginosa (Kützing) Kützing,26752
M161995,Jackfish Lake (Parkland County),Public Beach Area,9610366,25-Jul-16,Phormidium mucicola (Naumann et Huber-Pestalozzi),11860
M161995,Jackfish Lake (Parkland County),Public Beach Area,9610366,25-Jul-16,Pseudanabaena (Lauterborn),862
M161995,Jackfish Lake (Parkland County),Public Beach Area,9610366,25-Jul-16,Woronichinia naegeliana (Unger) Elenkin,9424
M161995,Jackfish Lake (Parkland County),Public Beach Area,9610366,25-Jul-16,Woronichinia robusta (Skuja) Komárek et Hindák,5210
M161995,Jackfish Lake (Parkland County),Public Beach Area,9610366,25-Jul-16,Total cyanobacterial cell count,283145
M161997,Jackfish Lake (Parkland County),Public Beach Area,9610366,2-Aug-16,Anabaena (Bory de Saint-Vincent ex Bornet et Flahault),2525
M161997,Jackfish Lake (Parkland County),Public Beach Area,9610366,2-Aug-16,Aphanizomenon flos-aquae (Ralfs ex Bornet et Flahault),17247
M161997,Jackfish Lake (Parkland County),Public Beach Area,9610366,2-Aug-16,Aphanothece (Nägeli),51742
M161997,Jackfish Lake (Parkland County),Public Beach Area,9610366,2-Aug-16,Limnothrix redekei (Van Goor) Meffert,4743
M161997,Jackfish Lake (Parkland County),Public Beach Area,9610366,2-Aug-16,Lyngbya birgei (G.M.Smith),11208
M161997,Jackfish Lake (Parkland County),Public Beach Area,9610366,2-Aug-16,Microcystis aeruginosa (Kützing) Kützing,18664
M161997,Jackfish Lake (Parkland County),Public Beach Area,9610366,2-Aug-16,Microcystis wesenbergii (Komárek) Komárek,5359
