samplenumber,waterbodyname,beachname,beachaccessnumber,collectiondate,parameters,cellcount
M161043,Forty Mile Reservoir,Forty Mile Park Beach,8822599,28-Jun-16,Total cyanobacterial cell count,0
M161046,Forty Mile Reservoir,Forty Mile Park Beach,8822599,5-Jul-16,Aphanothece (Nägeli),110875
M161046,Forty Mile Reservoir,Forty Mile Park Beach,8822599,5-Jul-16,Total cyanobacterial cell count,110875
M161044,Forty Mile Reservoir,Forty Mile Park Beach,8822599,12-Jul-16,Aphanothece (Nägeli),175552
M161044,Forty Mile Reservoir,Forty Mile Park Beach,8822599,12-Jul-16,Total cyanobacterial cell count,175552
M161049,Forty Mile Reservoir,Forty Mile Park Beach,8822599,19-Jul-16,Anabaena (Bory de Saint-Vincent ex Bornet et Flahault),2402
M161049,Forty Mile Reservoir,Forty Mile Park Beach,8822599,19-Jul-16,Aphanothece (Nägeli),31107
M161049,Forty Mile Reservoir,Forty Mile Park Beach,8822599,19-Jul-16,Gomphosphaeria virieuxii (Komárek & Hindák),13243
M161049,Forty Mile Reservoir,Forty Mile Park Beach,8822599,19-Jul-16,Total cyanobacterial cell count,46752
M161050,Forty Mile Reservoir,Forty Mile Park Beach,8822599,26-Jul-16,Anabaena (Bory de Saint-Vincent ex Bornet et Flahault),1047
M161050,Forty Mile Reservoir,Forty Mile Park Beach,8822599,26-Jul-16,Aphanothece (Nägeli),76381
M161050,Forty Mile Reservoir,Forty Mile Park Beach,8822599,26-Jul-16,Total cyanobacterial cell count,77428
M161055,Forty Mile Reservoir,Forty Mile Park Beach,8822599,2-Aug-16,Total cyanobacterial cell count,0
M161051,Forty Mile Reservoir,Forty Mile Park Beach,8822599,9-Aug-16,Anabaena (Bory de Saint-Vincent ex Bornet et Flahault),801
M161051,Forty Mile Reservoir,Forty Mile Park Beach,8822599,9-Aug-16,Gomphosphaeria (Kützing),2525
M161051,Forty Mile Reservoir,Forty Mile Park Beach,8822599,9-Aug-16,Total cyanobacterial cell count,3326
M161052,Forty Mile Reservoir,Forty Mile Park Beach,8822599,16-Aug-16,Anabaena (Bory de Saint-Vincent ex Bornet et Flahault),3588
M161052,Forty Mile Reservoir,Forty Mile Park Beach,8822599,16-Aug-16,Total cyanobacterial cell count,3588
M161047,Forty Mile Reservoir,Forty Mile Park Beach,8822599,23-Aug-16,Anabaena (Bory de Saint-Vincent ex Bornet et Flahault),4004
M161047,Forty Mile Reservoir,Forty Mile Park Beach,8822599,23-Aug-16,Total cyanobacterial cell count,4004
M161053,Forty Mile Reservoir,Forty Mile Park Beach,8822599,30-Aug-16,Anabaena (Bory de Saint-Vincent ex Bornet et Flahault),31415
M161053,Forty Mile Reservoir,Forty Mile Park Beach,8822599,30-Aug-16,Total cyanobacterial cell count,31415
M161692,Garner Lake,Garner Lake Provincial Park,9601699,4-Jul-16,Anabaena (Bory de Saint-Vincent ex Bornet et Flahault),21990
M161692,Garner Lake,Garner Lake Provincial Park,9601699,4-Jul-16,Aphanizomenon flos-aquae (Ralfs ex Bornet et Flahault),149373
M161692,Garner Lake,Garner Lake Provincial Park,9601699,4-Jul-16,Microcystis aeruginosa (Kützing) Kützing,599341
M161692,Garner Lake,Garner Lake Provincial Park,9601699,4-Jul-16,Pseudanabaena (Lauterborn),308
M161692,Garner Lake,Garner Lake Provincial Park,9601699,4-Jul-16,Total cyanobacterial cell count,771012
M161376,Gull Lake,Aspen Beach Provincial Park - Lakeview Beach,9014932,31-May-16,Gomphosphaeria virieuxii (Komárek & Hindák),13215
M161376,Gull Lake,Aspen Beach Provincial Park - Lakeview Beach,9014932,31-May-16,Microcystis aeruginosa (Kützing) Kützing,211
M161376,Gull Lake,Aspen Beach Provincial Park - Lakeview Beach,9014932,31-May-16,Small cyanophyceae,2555
M161376,Gull Lake,Aspen Beach Provincial Park - Lakeview Beach,9014932,31-May-16,Total cyanobacterial cell count,15981
M161640,Gull Lake,Aspen Beach Provincial Park - Lakeview Beach,9014932,7-Jun-16,Gomphosphaeria virieuxii (Komárek & Hindák),18787
M161640,Gull Lake,Aspen Beach Provincial Park - Lakeview Beach,9014932,7-Jun-16,Woronichinia naegeliana (Unger) Elenkin,33878
M161640,Gull Lake,Aspen Beach Provincial Park - Lakeview Beach,9014932,7-Jun-16,Total cyanobacterial cell count,52665
M161623,Gull Lake,Aspen Beach Provincial Park - Lakeview Beach,9014932,14-Jun-16,Gomphosphaeria virieuxii (Komárek & Hindák),20019
M161623,Gull Lake,Aspen Beach Provincial Park - Lakeview Beach,9014932,14-Jun-16,Woronichinia naegeliana (Unger) Elenkin,123502
M161623,Gull Lake,Aspen Beach Provincial Park - Lakeview Beach,9014932,14-Jun-16,Total cyanobacterial cell count,143521
M161654,Gull Lake,Aspen Beach Provincial Park - Lakeview Beach,9014932,21-Jun-16,Aphanizomenon flos-aquae (Ralfs ex Bornet et Flahault),2156
M161654,Gull Lake,Aspen Beach Provincial Park - Lakeview Beach,9014932,21-Jun-16,Chroococcus (Nägeli),493
M161654,Gull Lake,Aspen Beach Provincial Park - Lakeview Beach,9014932,21-Jun-16,Gomphosphaeria virieuxii (Komárek & Hindák),9240
M161654,Gull Lake,Aspen Beach Provincial Park - Lakeview Beach,9014932,21-Jun-16,Merismopedia (Meyen),2464
M161654,Gull Lake,Aspen Beach Provincial Park - Lakeview Beach,9014932,21-Jun-16,Total cyanobacterial cell count,14353
M161637,Gull Lake,Aspen Beach Provincial Park - Lakeview Beach,9014932,29-Jun-16,Gomphosphaeria virieuxii (Komárek & Hindák),30860
M161637,Gull Lake,Aspen Beach Provincial Park - Lakeview Beach,9014932,29-Jun-16,Total cyanobacterial cell count,30860
M161372,Gull Lake,Aspen Beach Provincial Park - Lakeview Beach,9014932,5-Jul-16,Gomphosphaeria (Kützing),3388
M161372,Gull Lake,Aspen Beach Provincial Park - Lakeview Beach,9014932,5-Jul-16,Gomphosphaeria aponina (Kützing),5236
M161372,Gull Lake,Aspen Beach Provincial Park - Lakeview Beach,9014932,5-Jul-16,Gomphosphaeria virieuxii (Komárek & Hindák),19711
M161372,Gull Lake,Aspen Beach Provincial Park - Lakeview Beach,9014932,5-Jul-16,Small cyanophyceae,27719
M161372,Gull Lake,Aspen Beach Provincial Park - Lakeview Beach,9014932,5-Jul-16,Woronichinia naegeliana (Unger) Elenkin,34494
M161372,Gull Lake,Aspen Beach Provincial Park - Lakeview Beach,9014932,5-Jul-16,Total cyanobacterial cell count,90548
M161639,Gull Lake,Aspen Beach Provincial Park - Lakeview Beach,9014932,12-Jul-16,Gomphosphaeria aponina (Kützing),3449
M161639,Gull Lake,Aspen Beach Provincial Park - Lakeview Beach,9014932,12-Jul-16,Gomphosphaeria virieuxii (Komárek & Hindák),6468
M161639,Gull Lake,Aspen Beach Provincial Park - Lakeview Beach,9014932,12-Jul-16,Small cyanophyceae,27719
M161639,Gull Lake,Aspen Beach Provincial Park - Lakeview Beach,9014932,12-Jul-16,Total cyanobacterial cell count,37636
M161653,Gull Lake,Aspen Beach Provincial Park - Lakeview Beach,9014932,19-Jul-16,Gomphosphaeria aponina (Kützing),9240
M161653,Gull Lake,Aspen Beach Provincial Park - Lakeview Beach,9014932,19-Jul-16,Gomphosphaeria virieuxii (Komárek & Hindák),21867
M161653,Gull Lake,Aspen Beach Provincial Park - Lakeview Beach,9014932,19-Jul-16,Woronichinia naegeliana (Unger) Elenkin,37266
M161653,Gull Lake,Aspen Beach Provincial Park - Lakeview Beach,9014932,19-Jul-16,Total cyanobacterial cell count,68373
M161636,Gull Lake,Aspen Beach Provincial Park - Lakeview Beach,9014932,26-Jul-16,Gomphosphaeria aponina (Kützing),4620
M161636,Gull Lake,Aspen Beach Provincial Park - Lakeview Beach,9014932,26-Jul-16,Gomphosphaeria virieuxii (Komárek & Hindák),13859
M161636,Gull Lake,Aspen Beach Provincial Park - Lakeview Beach,9014932,26-Jul-16,Woronichinia naegeliana (Unger) Elenkin,75457
M161636,Gull Lake,Aspen Beach Provincial Park - Lakeview Beach,9014932,26-Jul-16,Total cyanobacterial cell count,93936
M161613,Gull Lake,Aspen Beach Provincial Park - Lakeview Beach,9014932,2-Aug-16,Gomphosphaeria aponina (Kützing),18787
M161613,Gull Lake,Aspen Beach Provincial Park - Lakeview Beach,9014932,2-Aug-16,Gomphosphaeria virieuxii (Komárek & Hindák),27719
M161613,Gull Lake,Aspen Beach Provincial Park - Lakeview Beach,9014932,2-Aug-16,Woronichinia naegeliana (Unger) Elenkin,111183
M161613,Gull Lake,Aspen Beach Provincial Park - Lakeview Beach,9014932,2-Aug-16,Total cyanobacterial cell count,157689
M161656,Gull Lake,Aspen Beach Provincial Park - Lakeview Beach,9014932,9-Aug-16,Gomphosphaeria aponina (Kützing),32031
M161656,Gull Lake,Aspen Beach Provincial Park - Lakeview Beach,9014932,9-Aug-16,Gomphosphaeria virieuxii (Komárek & Hindák),27719
M161656,Gull Lake,Aspen Beach Provincial Park - Lakeview Beach,9014932,9-Aug-16,Woronichinia naegeliana (Unger) Elenkin,46198
M161656,Gull Lake,Aspen Beach Provincial Park - Lakeview Beach,9014932,9-Aug-16,Woronichinia robusta (Skuja) Komárek et Hindák,14167
M161656,Gull Lake,Aspen Beach Provincial Park - Lakeview Beach,9014932,9-Aug-16,Total cyanobacterial cell count,120115
M161645,Gull Lake,Aspen Beach Provincial Park - Lakeview Beach,9014932,16-Aug-16,Aphanothece (Nägeli),35418
M161645,Gull Lake,Aspen Beach Provincial Park - Lakeview Beach,9014932,16-Aug-16,Gomphosphaeria aponina (Kützing),12381
M161645,Gull Lake,Aspen Beach Provincial Park - Lakeview Beach,9014932,16-Aug-16,Gomphosphaeria virieuxii (Komárek & Hindák),23099
M161645,Gull Lake,Aspen Beach Provincial Park - Lakeview Beach,9014932,16-Aug-16,Microcystis aeruginosa (Kützing) Kützing,37266
M161645,Gull Lake,Aspen Beach Provincial Park - Lakeview Beach,9014932,16-Aug-16,Small cyanophyceae,61659
M161645,Gull Lake,Aspen Beach Provincial Park - Lakeview Beach,9014932,16-Aug-16,Woronichinia naegeliana (Unger) Elenkin,18541
M161645,Gull Lake,Aspen Beach Provincial Park - Lakeview Beach,9014932,16-Aug-16,Total cyanobacterial cell count,188364
M161663,Gull Lake,Aspen Beach Provincial Park - Lakeview Beach,9014932,23-Aug-16,Lyngbya birgei (G.M.Smith),8008
M161663,Gull Lake,Aspen Beach Provincial Park - Lakeview Beach,9014932,23-Aug-16,Oscillatoria (Vaucher ex Gomont),5544
M161663,Gull Lake,Aspen Beach Provincial Park - Lakeview Beach,9014932,23-Aug-16,Total cyanobacterial cell count,13552
M161655,Gull Lake,Aspen Beach Provincial Park - Lakeview Beach,9014932,30-Aug-16,Gomphosphaeria (Kützing),2341
M161655,Gull Lake,Aspen Beach Provincial Park - Lakeview Beach,9014932,30-Aug-16,Lyngbya birgei (G.M.Smith),6221
M161655,Gull Lake,Aspen Beach Provincial Park - Lakeview Beach,9014932,30-Aug-16,Microcystis aeruginosa (Kützing) Kützing,22052
M161655,Gull Lake,Aspen Beach Provincial Park - Lakeview Beach,9014932,30-Aug-16,Microcystis wesenbergii (Komárek) Komárek,9609
M161655,Gull Lake,Aspen Beach Provincial Park - Lakeview Beach,9014932,30-Aug-16,Total cyanobacterial cell count,40223
M161032,Gull Lake,Meridian Beach,9010178,7-Jun-16,Woronichinia naegeliana (Unger) Elenkin,35418
M161032,Gull Lake,Meridian Beach,9010178,7-Jun-16,Total cyanobacterial cell count,35418
M161033,Gull Lake,Meridian Beach,9010178,14-Jun-16,Aphanothece (Nägeli),36958
M161033,Gull Lake,Meridian Beach,9010178,14-Jun-16,Woronichinia naegeliana (Unger) Elenkin,38806
M161033,Gull Lake,Meridian Beach,9010178,14-Jun-16,Total cyanobacterial cell count,75764
M161034,Gull Lake,Meridian Beach,9010178,21-Jun-16,Aphanothece (Nägeli),30799
M161034,Gull Lake,Meridian Beach,9010178,21-Jun-16,Gomphosphaeria virieuxii (Komárek & Hindák),17124
M161034,Gull Lake,Meridian Beach,9010178,21-Jun-16,Microcystis aeruginosa (Kützing) Kützing,18479
M161034,Gull Lake,Meridian Beach,9010178,21-Jun-16,Small cyanophyceae,169392
M161034,Gull Lake,Meridian Beach,9010178,21-Jun-16,Woronichinia naegeliana (Unger) Elenkin,5544
M161034,Gull Lake,Meridian Beach,9010178,21-Jun-16,Total cyanobacterial cell count,241338
M161035,Gull Lake,Meridian Beach,9010178,28-Jun-16,Aphanothece (Nägeli),63137
M161035,Gull Lake,Meridian Beach,9010178,28-Jun-16,Gomphosphaeria (Kützing),20019
M161035,Gull Lake,Meridian Beach,9010178,28-Jun-16,Lyngbya birgei (G.M.Smith),113
M161035,Gull Lake,Meridian Beach,9010178,28-Jun-16,Total cyanobacterial cell count,83269
M161036,Gull Lake,Meridian Beach,9010178,5-Jul-16,Aphanothece (Nägeli),9667
M161036,Gull Lake,Meridian Beach,9010178,5-Jul-16,Gomphosphaeria aponina (Kützing),2599
M161036,Gull Lake,Meridian Beach,9010178,5-Jul-16,Microcystis wesenbergii (Komárek) Komárek,5197
M161036,Gull Lake,Meridian Beach,9010178,5-Jul-16,Total cyanobacterial cell count,17463
M161037,Gull Lake,Meridian Beach,9010178,12-Jul-16,Aphanothece clathrata (West et G.S. West),28951
M161037,Gull Lake,Meridian Beach,9010178,12-Jul-16,Gomphosphaeria aponina (Kützing),2033
M161037,Gull Lake,Meridian Beach,9010178,12-Jul-16,Gomphosphaeria virieuxii (Komárek & Hindák),8562
M161037,Gull Lake,Meridian Beach,9010178,12-Jul-16,Small cyanophyceae,62213
M161037,Gull Lake,Meridian Beach,9010178,12-Jul-16,Woronichinia robusta (Skuja) Komárek et Hindák,9671
M161037,Gull Lake,Meridian Beach,9010178,12-Jul-16,Total cyanobacterial cell count,111430
M161038,Gull Lake,Meridian Beach,9010178,19-Jul-16,Gomphosphaeria virieuxii (Komárek & Hindák),10780
M161038,Gull Lake,Meridian Beach,9010178,19-Jul-16,Total cyanobacterial cell count,10780
M161039,Gull Lake,Meridian Beach,9010178,26-Jul-16,Aphanothece (Nägeli),61905
M161039,Gull Lake,Meridian Beach,9010178,26-Jul-16,Gomphosphaeria aponina (Kützing),4620
M161039,Gull Lake,Meridian Beach,9010178,26-Jul-16,Microcystis aeruginosa (Kützing) Kützing,27411
M161039,Gull Lake,Meridian Beach,9010178,26-Jul-16,Woronichinia naegeliana (Unger) Elenkin,37266
M161039,Gull Lake,Meridian Beach,9010178,26-Jul-16,Total cyanobacterial cell count,131202
M161040,Gull Lake,Meridian Beach,9010178,2-Aug-16,Gomphosphaeria aponina (Kützing),4620
M161040,Gull Lake,Meridian Beach,9010178,2-Aug-16,Gomphosphaeria virieuxii (Komárek & Hindák),113955
M161040,Gull Lake,Meridian Beach,9010178,2-Aug-16,Woronichinia naegeliana (Unger) Elenkin,15646
M161040,Gull Lake,Meridian Beach,9010178,2-Aug-16,Total cyanobacterial cell count,134221
M161041,Gull Lake,Meridian Beach,9010178,9-Aug-16,Aphanothece (Nägeli),210662
M161041,Gull Lake,Meridian Beach,9010178,9-Aug-16,Gomphosphaeria aponina (Kützing),7700
M161041,Gull Lake,Meridian Beach,9010178,9-Aug-16,Gomphosphaeria virieuxii (Komárek & Hindák),15399
M161041,Gull Lake,Meridian Beach,9010178,9-Aug-16,Merismopedia minima (G.Beck),5174
M161041,Gull Lake,Meridian Beach,9010178,9-Aug-16,Total cyanobacterial cell count,238935
M161358,Gull Lake,Meridian Beach,9010178,16-Aug-16,Anabaena (Bory de Saint-Vincent ex Bornet et Flahault),313
M161358,Gull Lake,Meridian Beach,9010178,16-Aug-16,Aphanothece clathrata (West et G.S. West),55437
M161358,Gull Lake,Meridian Beach,9010178,16-Aug-16,Gomphosphaeria aponina (Kützing),26000
M161358,Gull Lake,Meridian Beach,9010178,16-Aug-16,Gomphosphaeria virieuxii (Komárek & Hindák),7700
M161358,Gull Lake,Meridian Beach,9010178,16-Aug-16,Lyngbya birgei (G.M.Smith),18664
M161358,Gull Lake,Meridian Beach,9010178,16-Aug-16,Microcystis aeruginosa (Kützing) Kützing,27719
M161358,Gull Lake,Meridian Beach,9010178,16-Aug-16,Small cyanophyceae,73917
M161358,Gull Lake,Meridian Beach,9010178,16-Aug-16,Woronichinia naegeliana (Unger) Elenkin,4620
M161358,Gull Lake,Meridian Beach,9010178,16-Aug-16,Total cyanobacterial cell count,214370
M161356,Gull Lake,Meridian Beach,9010178,23-Aug-16,Gomphosphaeria (Kützing),21559
M161356,Gull Lake,Meridian Beach,9010178,23-Aug-16,Gomphosphaeria aponina (Kützing),9240
M161356,Gull Lake,Meridian Beach,9010178,23-Aug-16,Total cyanobacterial cell count,30799
M161357,Gull Lake,Meridian Beach,9010178,30-Aug-16,Anabaena (Bory de Saint-Vincent ex Bornet et Flahault),10401
M161357,Gull Lake,Meridian Beach,9010178,30-Aug-16,Gomphosphaeria (Kützing),13000
M161357,Gull Lake,Meridian Beach,9010178,30-Aug-16,Gomphosphaeria aponina (Kützing),7801
M161357,Gull Lake,Meridian Beach,9010178,30-Aug-16,Microcystis (Kützing ex Lemmermann),26007
M161357,Gull Lake,Meridian Beach,9010178,30-Aug-16,Microcystis wesenbergii (Komárek) Komárek,1041
M161357,Gull Lake,Meridian Beach,9010178,30-Aug-16,Total cyanobacterial cell count,58250
M161359,Gull Lake,Meridian Beach,9010178,6-Sep-16,Aphanothece (Nägeli),203271
M161359,Gull Lake,Meridian Beach,9010178,6-Sep-16,Gomphosphaeria aponina (Kützing),2464
M161359,Gull Lake,Meridian Beach,9010178,6-Sep-16,Gomphosphaeria virieuxii (Komárek & Hindák),27103
M161359,Gull Lake,Meridian Beach,9010178,6-Sep-16,Lyngbya birgei (G.M.Smith),5790
M161359,Gull Lake,Meridian Beach,9010178,6-Sep-16,Microcystis wesenbergii (Komárek) Komárek,45582
M161359,Gull Lake,Meridian Beach,9010178,6-Sep-16,Snowella septentrionalis (Komárek & Hindák),15091
M161359,Gull Lake,Meridian Beach,9010178,6-Sep-16,Woronichinia robusta (Skuja) Komárek et Hindák,18171
M161359,Gull Lake,Meridian Beach,9010178,6-Sep-16,Total cyanobacterial cell count,317472
M161294,Half Moon Lake,Half Moon Lake Resort,9601218,30-May-16,Anabaena (Bory de Saint-Vincent ex Bornet et Flahault),190
M161294,Half Moon Lake,Half Moon Lake Resort,9601218,30-May-16,Aphanizomenon (A.Morren ex Bornet et Flahault),235
M161294,Half Moon Lake,Half Moon Lake Resort,9601218,30-May-16,Aphanothece (Nägeli),4016
M161294,Half Moon Lake,Half Moon Lake Resort,9601218,30-May-16,Leptolyngbya (Anagnostidis & Komárek),3720
M161294,Half Moon Lake,Half Moon Lake Resort,9601218,30-May-16,Lyngbya birgei (G.M.Smith),317
M161294,Half Moon Lake,Half Moon Lake Resort,9601218,30-May-16,Microcystis (Kützing ex Lemmermann),476
M161294,Half Moon Lake,Half Moon Lake Resort,9601218,30-May-16,Oscillatoria (Vaucher ex Gomont),528
M161294,Half Moon Lake,Half Moon Lake Resort,9601218,30-May-16,Phormidium (Kützing ex Gomont),634
M161294,Half Moon Lake,Half Moon Lake Resort,9601218,30-May-16,Total cyanobacterial cell count,10116
M161293,Half Moon Lake,Half Moon Lake Resort,9601218,13-Jun-16,Anabaena flos-aquae (Lyngbye) Brébisson ex Bornet et Flauhault,4620
M161293,Half Moon Lake,Half Moon Lake Resort,9601218,13-Jun-16,Anabaena lemmermannii (P.G.Richter),2156
M161293,Half Moon Lake,Half Moon Lake Resort,9601218,13-Jun-16,Anabaena planctonica (Brunnthaler),862
M161293,Half Moon Lake,Half Moon Lake Resort,9601218,13-Jun-16,Anabaena solitaria (Klebahn),308
M161293,Half Moon Lake,Half Moon Lake Resort,9601218,13-Jun-16,Aphanizomenon flos-aquae (Ralfs ex Bornet et Flahault),32893
M161293,Half Moon Lake,Half Moon Lake Resort,9601218,13-Jun-16,Aphanothece (Nägeli),92396
M161293,Half Moon Lake,Half Moon Lake Resort,9601218,13-Jun-16,Oscillatoria (Vaucher ex Gomont),3696
M161293,Half Moon Lake,Half Moon Lake Resort,9601218,13-Jun-16,Phormidium (Kützing ex Gomont),1232
M161293,Half Moon Lake,Half Moon Lake Resort,9601218,13-Jun-16,Planktolyngbya limnetica (Lemmermann) J. Komárková-Legnerová & G.Cronberg,3757
M161293,Half Moon Lake,Half Moon Lake Resort,9601218,13-Jun-16,Total cyanobacterial cell count,141920
M161259,Half Moon Lake,Half Moon Lake Resort,9601218,20-Jun-16,Anabaena (Bory de Saint-Vincent ex Bornet et Flahault),1910
M161259,Half Moon Lake,Half Moon Lake Resort,9601218,20-Jun-16,Anabaena flos-aquae (Lyngbye) Brébisson ex Bornet et Flauhault,5236
M161259,Half Moon Lake,Half Moon Lake Resort,9601218,20-Jun-16,Anabaena lemmermannii (P.G.Richter),7576
M161259,Half Moon Lake,Half Moon Lake Resort,9601218,20-Jun-16,Aphanizomenon flos-aquae (Ralfs ex Bornet et Flahault),249469
M161259,Half Moon Lake,Half Moon Lake Resort,9601218,20-Jun-16,Aphanothece clathrata (West et G.S. West),646771
M161259,Half Moon Lake,Half Moon Lake Resort,9601218,20-Jun-16,Limnothrix redekei (Van Goor) Meffert,26302
M161259,Half Moon Lake,Half Moon Lake Resort,9601218,20-Jun-16,Total cyanobacterial cell count,937264
M161290,Half Moon Lake,Half Moon Lake Resort,9601218,27-Jun-16,Anabaena (Bory de Saint-Vincent ex Bornet et Flahault),370
M161290,Half Moon Lake,Half Moon Lake Resort,9601218,27-Jun-16,Anabaena flos-aquae (Lyngbye) Brébisson ex Bornet et Flauhault,28335
M161290,Half Moon Lake,Half Moon Lake Resort,9601218,27-Jun-16,Anabaena lemmermannii (P.G.Richter),25255
M161290,Half Moon Lake,Half Moon Lake Resort,9601218,27-Jun-16,Anabaena planctonica (Brunnthaler),739
M161290,Half Moon Lake,Half Moon Lake Resort,9601218,27-Jun-16,Aphanizomenon flos-aquae (Ralfs ex Bornet et Flahault),13551
M161290,Half Moon Lake,Half Moon Lake Resort,9601218,27-Jun-16,Aphanizomenon klebahnii (Elenkin ex Pechar),23715
M161290,Half Moon Lake,Half Moon Lake Resort,9601218,27-Jun-16,Aphanothece (Nägeli),62213
M161290,Half Moon Lake,Half Moon Lake Resort,9601218,27-Jun-16,Cyanodictyon (Pascher),463519
M161290,Half Moon Lake,Half Moon Lake Resort,9601218,27-Jun-16,Lemmermanniella flexa (Hindák),29259
M161290,Half Moon Lake,Half Moon Lake Resort,9601218,27-Jun-16,Leptolyngbya (Anagnostidis & Komárek),46198
M161290,Half Moon Lake,Half Moon Lake Resort,9601218,27-Jun-16,Limnothrix redekei (Van Goor) Meffert,5544
M161290,Half Moon Lake,Half Moon Lake Resort,9601218,27-Jun-16,Merismopedia (Meyen),11087
M161290,Half Moon Lake,Half Moon Lake Resort,9601218,27-Jun-16,Oscillatoria (Vaucher ex Gomont),3449
M161290,Half Moon Lake,Half Moon Lake Resort,9601218,27-Jun-16,Small cyanophyceae,315686
M161290,Half Moon Lake,Half Moon Lake Resort,9601218,27-Jun-16,Total cyanobacterial cell count,1028920
M161289,Half Moon Lake,Half Moon Lake Resort,9601218,4-Jul-16,Anabaena (Bory de Saint-Vincent ex Bornet et Flahault),23564
M161289,Half Moon Lake,Half Moon Lake Resort,9601218,4-Jul-16,Anabaena flos-aquae (Lyngbye) Brébisson ex Bornet et Flauhault,24156
M161289,Half Moon Lake,Half Moon Lake Resort,9601218,4-Jul-16,Anabaena lemmermannii (P.G.Richter),21005
M161289,Half Moon Lake,Half Moon Lake Resort,9601218,4-Jul-16,Aphanizomenon flos-aquae (Ralfs ex Bornet et Flahault),25985
M161289,Half Moon Lake,Half Moon Lake Resort,9601218,4-Jul-16,Aphanothece (Nägeli),454743
M161289,Half Moon Lake,Half Moon Lake Resort,9601218,4-Jul-16,Lemmermanniella flexa (Hindák),10285
M161289,Half Moon Lake,Half Moon Lake Resort,9601218,4-Jul-16,Lyngbya birgei (G.M.Smith),338
M161289,Half Moon Lake,Half Moon Lake Resort,9601218,4-Jul-16,Microcystis aeruginosa (Kützing) Kützing,18190
M161289,Half Moon Lake,Half Moon Lake Resort,9601218,4-Jul-16,Oscillatoria (Vaucher ex Gomont),23387
M161289,Half Moon Lake,Half Moon Lake Resort,9601218,4-Jul-16,Pseudanabaena (Lauterborn),9667
M161289,Half Moon Lake,Half Moon Lake Resort,9601218,4-Jul-16,Total cyanobacterial cell count,611320
M161286,Half Moon Lake,Half Moon Lake Resort,9601218,11-Jul-16,Anabaena (Bory de Saint-Vincent ex Bornet et Flahault),31045
M161286,Half Moon Lake,Half Moon Lake Resort,9601218,11-Jul-16,Anabaena flos-aquae (Lyngbye) Brébisson ex Bornet et Flauhault,6283
M161286,Half Moon Lake,Half Moon Lake Resort,9601218,11-Jul-16,Anabaena lemmermannii (P.G.Richter),18541
M161286,Half Moon Lake,Half Moon Lake Resort,9601218,11-Jul-16,Aphanizomenon flos-aquae (Ralfs ex Bornet et Flahault),14352
M161286,Half Moon Lake,Half Moon Lake Resort,9601218,11-Jul-16,Aphanizomenon klebahnii (Elenkin ex Pechar),8747
M161286,Half Moon Lake,Half Moon Lake Resort,9601218,11-Jul-16,Aphanothece (Nägeli),68681
M161286,Half Moon Lake,Half Moon Lake Resort,9601218,11-Jul-16,Lemmermanniella flexa (Hindák),44966
M161286,Half Moon Lake,Half Moon Lake Resort,9601218,11-Jul-16,Leptolyngbya (Anagnostidis & Komárek),6960
M161286,Half Moon Lake,Half Moon Lake Resort,9601218,11-Jul-16,Limnothrix redekei (Van Goor) Meffert,10903
M161286,Half Moon Lake,Half Moon Lake Resort,9601218,11-Jul-16,Lyngbya birgei (G.M.Smith),18541
M161286,Half Moon Lake,Half Moon Lake Resort,9601218,11-Jul-16,Merismopedia minima (G.Beck),6899
M161286,Half Moon Lake,Half Moon Lake Resort,9601218,11-Jul-16,Microcystis aeruginosa (Kützing) Kützing,21867
M161286,Half Moon Lake,Half Moon Lake Resort,9601218,11-Jul-16,Oscillatoria (Vaucher ex Gomont),4743
M161286,Half Moon Lake,Half Moon Lake Resort,9601218,11-Jul-16,Phormidium (Kützing ex Gomont),924
M161286,Half Moon Lake,Half Moon Lake Resort,9601218,11-Jul-16,Planktolyngbya (Anagnostidis & Komárek),554
M161286,Half Moon Lake,Half Moon Lake Resort,9601218,11-Jul-16,Pseudanabaena (Lauterborn),29567
M161286,Half Moon Lake,Half Moon Lake Resort,9601218,11-Jul-16,Small cyanophyceae,26672
M161286,Half Moon Lake,Half Moon Lake Resort,9601218,11-Jul-16,Total cyanobacterial cell count,320245
M161242,Hasse Lake,Hasse Lake Day Use Area,9601224,13-Jun-16,Anabaena perturbata (H.Hill),70098
M161242,Hasse Lake,Hasse Lake Day Use Area,9601224,13-Jun-16,Aphanothece clathrata (West et G.S. West),332625
M161242,Hasse Lake,Hasse Lake Day Use Area,9601224,13-Jun-16,Small cyanophyceae,388062
M161242,Hasse Lake,Hasse Lake Day Use Area,9601224,13-Jun-16,Total cyanobacterial cell count,790785
M161249,Hasse Lake,Hasse Lake Day Use Area,9601224,20-Jun-16,Anabaena (Bory de Saint-Vincent ex Bornet et Flahault),308
M161249,Hasse Lake,Hasse Lake Day Use Area,9601224,20-Jun-16,Total cyanobacterial cell count,308
M161250,Hasse Lake,Hasse Lake Day Use Area,9601224,27-Jun-16,Anabaena (Bory de Saint-Vincent ex Bornet et Flahault),3326
M161250,Hasse Lake,Hasse Lake Day Use Area,9601224,27-Jun-16,Anabaena perturbata (H.Hill),246
M161250,Hasse Lake,Hasse Lake Day Use Area,9601224,27-Jun-16,Aphanothece clathrata (West et G.S. West),9240
